#MetaNetX/TSV/reactions.tsv 1.1
#ID	equation	source	mnxr_ID	classifs	pathways	xrefs
MAR06272	1 MAM02792@c <==> 1 MAM02792@e	MAR06272				mnx:MNXR106251;vmhreaction:r2367
MAR06273	1 MAM02794@c <==> 1 MAM02794@e	MAR06273				mnx:MNXR106252;vmhreaction:r2368
MAR06274	1 MAM02795@c <==> 1 MAM02795@e	MAR06274				mnx:MNXR103207;vmhreaction:r2369
MAR06275	1 MAM01368@e + 2 MAM02519@e --> 1 MAM01368@c + 2 MAM02519@c	MAR06275				mnx:MNXR96050;tcdb:2.A.40.6.1;vmhreaction:r2370
MAR06276	1 MAM01580@c + 1 MAM01587@m <==> 1 MAM01580@m + 1 MAM01587@c	MAR06276				mnx:MNXR106253;tcdb:2.A.29.7.2;vmhreaction:r2371
MAR06277	1 MAM01580@c + 1 MAM02183@m <==> 1 MAM01580@m + 1 MAM02183@c	MAR06277				mnx:MNXR106254;tcdb:2.A.29.7.2;vmhreaction:r2372
MAR06278	1 MAM02348@c + 1 MAM03242@c <==> 1 MAM01597@c + 1 MAM03243@c	MAR06278				biggR:FAOXC5OHc;vmhreaction:FAOXC5OHc
MAR06279	1 MAM00053@m + 1 MAM01597@m + 1 MAM02040@m + 1 MAM02552@m --> 1 MAM01261@m + 1 MAM01412@m + 1 MAM02039@m + 1 MAM02553@m	MAR06279				biggR:FAOXC61C4m;vmhreaction:FAOXC61C4m
MAR06280	1 MAM00053@x + 1 MAM01597@x + 1 MAM02040@x + 1 MAM02552@x --> 1 MAM01261@x + 1 MAM01412@x + 1 MAM02039@x + 1 MAM02553@x	MAR06280				biggR:FAOXC61C4x;vmhreaction:FAOXC61C4x
MAR06281	1 MAM03659@m --> 1 MAM00053@m	MAR06281				biggR:FAOXC61m;vmhreaction:FAOXC61m
MAR06282	1 MAM03659@x --> 1 MAM00053@x	MAR06282				biggR:FAOXC61x;vmhreaction:FAOXC61x
MAR06283	1 MAM01597@m + 1 MAM01802@m + 1 MAM02040@m + 1 MAM02122@m + 1 MAM02552@m --> 1 MAM01261@m + 1 MAM01412@m + 1 MAM01803@m + 1 MAM02039@m + 1 MAM02553@m	MAR06283				biggR:FAOXC6C4m;vmhreaction:FAOXC6C4m
MAR06284	1 MAM01597@x + 1 MAM02040@x + 1 MAM02122@x + 1 MAM02552@x + 1 MAM02630@x --> 1 MAM01261@x + 1 MAM01412@x + 1 MAM02039@x + 1 MAM02041@x + 1 MAM02553@x	MAR06284				biggR:FAOXC6C4x;vmhreaction:FAOXC6C4x
MAR06285	1 MAM01597@x + 1 MAM02040@x + 1 MAM02552@x + 1 MAM02630@x + 1 MAM03409@x --> 1 MAM01261@x + 1 MAM02039@x + 1 MAM02041@x + 1 MAM02553@x + 1 MAM02944@x	MAR06285				biggR:FAOXC6DCC4DCx;vmhreaction:FAOXC6DCC4DCx
MAR06286	1 MAM01306@m + 1 MAM01587@c + 1 MAM02039@c --> 1 MAM01306@c + 1 MAM01587@m + 1 MAM02039@m	MAR06286				mnx:MNXR106262;tcdb:2.A.29.7.2;vmhreaction:r2381
MAR06287	1 MAM01587@c + 1 MAM02039@c + 1 MAM02943@m --> 1 MAM01587@m + 1 MAM02039@m + 1 MAM02943@c	MAR06287				mnx:MNXR106263;tcdb:2.A.29.7.2;vmhreaction:r2382
MAR06288	1 MAM01587@c + 1 MAM02039@c + 1 MAM02661@m --> 1 MAM01587@m + 1 MAM02039@m + 1 MAM02661@c	MAR06288				mnx:MNXR106264;tcdb:2.A.29.7.2;vmhreaction:r2384
MAR06289	1 MAM01306@m + 1 MAM02039@c + 1 MAM02183@c --> 1 MAM01306@c + 1 MAM02039@m + 1 MAM02183@m	MAR06289				mnx:MNXR106265;tcdb:2.A.29.7.2;vmhreaction:r2385
MAR06290	1 MAM02039@c + 1 MAM02183@c + 1 MAM02943@m --> 1 MAM02039@m + 1 MAM02183@m + 1 MAM02943@c	MAR06290				mnx:MNXR106266;tcdb:2.A.29.7.2;vmhreaction:r2386
MAR06291	1 MAM02039@c + 1 MAM02183@c + 1 MAM02439@m --> 1 MAM02039@m + 1 MAM02183@m + 1 MAM02439@c	MAR06291				mnx:MNXR106267;tcdb:2.A.29.7.2;vmhreaction:r2387
MAR06292	1 MAM02039@c + 1 MAM02183@c + 1 MAM02661@m --> 1 MAM02039@m + 1 MAM02183@m + 1 MAM02661@c	MAR06292				mnx:MNXR106268;tcdb:2.A.29.7.2;vmhreaction:r2388
MAR06293	1 MAM01306@m + 1 MAM01580@c + 1 MAM02039@c --> 1 MAM01306@c + 1 MAM01580@m + 1 MAM02039@m	MAR06293				mnx:MNXR106269;tcdb:2.A.29.7.2;vmhreaction:r2389
MAR06294	1 MAM01580@c + 1 MAM02039@c + 1 MAM02943@m --> 1 MAM01580@m + 1 MAM02039@m + 1 MAM02943@c	MAR06294				mnx:MNXR106270;tcdb:2.A.29.7.2;vmhreaction:r2390
MAR06295	1 MAM01580@c + 1 MAM02039@c + 1 MAM02439@m --> 1 MAM01580@m + 1 MAM02039@m + 1 MAM02439@c	MAR06295				mnx:MNXR106271;tcdb:2.A.29.7.2;vmhreaction:r2391
MAR06296	1 MAM01580@c + 1 MAM02039@c + 1 MAM02661@m --> 1 MAM01580@m + 1 MAM02039@m + 1 MAM02661@c	MAR06296				mnx:MNXR106272;tcdb:2.A.29.7.2;vmhreaction:r2392
MAR06297	1 MAM02183@m + 1 MAM02696@c <==> 1 MAM02183@c + 1 MAM02696@m	MAR06297				mnx:MNXR106273;tcdb:2.A.29.7.2;vmhreaction:r2393
MAR06298	1 MAM01580@m + 1 MAM02696@c <==> 1 MAM01580@c + 1 MAM02696@m	MAR06298				mnx:MNXR106274;tcdb:2.A.29.7.2;vmhreaction:r2394
MAR06299	1 MAM01365@c + 1 MAM02426@m + 1 MAM02039@i --> 1 MAM01365@m + 1 MAM02039@m + 1 MAM02426@c	MAR06299				mnx:MNXR106275;tcdb:2.A.29.19.1;vmhreaction:r2395
MAR06300	1 MAM01365@m + 1 MAM02426@c + 1 MAM02039@i --> 1 MAM01365@c + 1 MAM02039@m + 1 MAM02426@m	MAR06300				mnx:MNXR106279;tcdb:2.A.29.19.1;vmhreaction:r2399
MAR06301	1 MAM02426@m + 1 MAM02658@c + 1 MAM02039@i --> 1 MAM02039@m + 1 MAM02426@c + 1 MAM02658@m	MAR06301				mnx:MNXR106276;tcdb:2.A.29.19.1;vmhreaction:r2396
MAR06302	1 MAM02426@c + 1 MAM02658@m + 1 MAM02039@i --> 1 MAM02039@m + 1 MAM02426@m + 1 MAM02658@c	MAR06302				mnx:MNXR106282;tcdb:2.A.29.19.1;vmhreaction:r2403
MAR06303	1 MAM02039@c + 1 MAM02125@c + 1 MAM02426@m --> 1 MAM02039@m + 1 MAM02125@m + 1 MAM02426@c	MAR06303				mnx:MNXR106277;tcdb:2.A.29.19.1;vmhreaction:r2397
MAR06304	1 MAM02125@m + 1 MAM02426@c + 1 MAM02039@i --> 1 MAM02039@m + 1 MAM02125@c + 1 MAM02426@m	MAR06304				mnx:MNXR106285;tcdb:2.A.29.19.1;vmhreaction:r2406
MAR06305	1 MAM01588@c + 1 MAM02039@c + 1 MAM02426@m --> 1 MAM01588@m + 1 MAM02039@m + 1 MAM02426@c	MAR06305				mnx:MNXR106278;tcdb:2.A.29.19.1;vmhreaction:r2398
MAR06306	1 MAM01588@m + 1 MAM02426@c + 1 MAM02039@i --> 1 MAM01588@c + 1 MAM02039@m + 1 MAM02426@m	MAR06306				mnx:MNXR106289;tcdb:2.A.29.19.1;vmhreaction:r2410
MAR06307	1 MAM01365@m + 1 MAM02658@c + 1 MAM02039@i --> 1 MAM01365@c + 1 MAM02039@m + 1 MAM02658@m	MAR06307				mnx:MNXR106280;tcdb:2.A.29.19.1;vmhreaction:r2400
MAR06308	1 MAM01365@c + 1 MAM02658@m + 1 MAM02039@i --> 1 MAM01365@m + 1 MAM02039@m + 1 MAM02658@c	MAR06308				mnx:MNXR106283;tcdb:2.A.29.19.1;vmhreaction:r2404
MAR06309	1 MAM01365@m + 1 MAM02039@c + 1 MAM02125@c --> 1 MAM01365@c + 1 MAM02039@m + 1 MAM02125@m	MAR06309				mnx:MNXR100651;tcdb:2.A.29.19.1;vmhreaction:r2401
MAR06310	1 MAM01365@c + 1 MAM02125@m + 1 MAM02039@i --> 1 MAM01365@m + 1 MAM02039@m + 1 MAM02125@c	MAR06310				mnx:MNXR106286;tcdb:2.A.29.19.1;vmhreaction:r2407
MAR06311	1 MAM01365@m + 1 MAM01588@c + 1 MAM02039@c --> 1 MAM01365@c + 1 MAM01588@m + 1 MAM02039@m	MAR06311				mnx:MNXR106281;tcdb:2.A.29.19.1;vmhreaction:r2402
MAR06312	1 MAM01365@c + 1 MAM01588@m + 1 MAM02039@i --> 1 MAM01365@m + 1 MAM01588@c + 1 MAM02039@m	MAR06312				mnx:MNXR106290;tcdb:2.A.29.19.1;vmhreaction:r2411
MAR06313	1 MAM02039@c + 1 MAM02125@c + 1 MAM02658@m --> 1 MAM02039@m + 1 MAM02125@m + 1 MAM02658@c	MAR06313				mnx:MNXR106284;tcdb:2.A.29.19.1;vmhreaction:r2405
MAR06314	1 MAM02125@m + 1 MAM02658@c + 1 MAM02039@i --> 1 MAM02039@m + 1 MAM02125@c + 1 MAM02658@m	MAR06314				mnx:MNXR106287;tcdb:2.A.29.19.1;vmhreaction:r2408
MAR06315	1 MAM01588@c + 1 MAM02125@m + 1 MAM02039@i --> 1 MAM01588@m + 1 MAM02039@m + 1 MAM02125@c	MAR06315				mnx:MNXR106288;tcdb:2.A.29.19.1;vmhreaction:r2409
MAR06316	1 MAM01588@m + 1 MAM02125@c + 1 MAM02039@i --> 1 MAM01588@c + 1 MAM02039@m + 1 MAM02125@m	MAR06316				mnx:MNXR106291;tcdb:2.A.29.19.1;vmhreaction:r2413
MAR06317	1 MAM01588@m + 1 MAM02658@c + 1 MAM02039@i --> 1 MAM01588@c + 1 MAM02039@m + 1 MAM02658@m	MAR06317				tcdb:2.A.29.19.1;vmhreaction:r2412
MAR06318	1 MAM01588@c + 1 MAM02039@c + 1 MAM02658@m --> 1 MAM01588@m + 1 MAM02039@m + 1 MAM02658@c	MAR06318				biggR:ORNt4m;tcdb:2.A.29.19.1;vmhreaction:ORNt4m
MAR06319	1 MAM01597@m + 1 MAM01802@m + 1 MAM02040@m + 1 MAM02107@m + 1 MAM02552@m --> 1 MAM01261@m + 1 MAM01803@m + 1 MAM02039@m + 1 MAM02553@m + 1 MAM02694@m	MAR06319				biggR:FAOXC7C5m;vmhreaction:FAOXC7C5m
MAR06320	1 MAM01597@m + 1 MAM01802@m + 1 MAM02040@m + 1 MAM02552@m + 1 MAM03794@m --> 1 MAM01261@m + 1 MAM01803@m + 1 MAM02039@m + 1 MAM02553@m + 1 MAM03659@m	MAR06320				biggR:FAOXC81C61m;vmhreaction:FAOXC81C61m
MAR06321	1 MAM02039@c + 1 MAM02426@m --> 1 MAM02039@m + 1 MAM02426@c	MAR06321				biggR:LYStm;mnx:MNXR101267;tcdb:2.A.29.19.1;vmhreaction:LYStm
MAR06322	1 MAM01597@x + 1 MAM02040@x + 1 MAM02552@x + 1 MAM02630@x + 1 MAM03794@x --> 1 MAM01261@x + 1 MAM02039@x + 1 MAM02041@x + 1 MAM02553@x + 1 MAM03659@x	MAR06322				biggR:FAOXC81C61x;vmhreaction:FAOXC81C61x
MAR06323	1 MAM01365@c + 1 MAM02039@i --> 1 MAM01365@m + 1 MAM02039@m	MAR06323				biggR:ARGtm;mnx:MNXR95954
MAR06324	1 MAM01365@m + 1 MAM02039@c --> 1 MAM01365@c + 1 MAM02039@m	MAR06324				biggR:ARGtm;mnx:MNXR95954;tcdb:2.A.29.19.1
MAR06325	1 MAM02125@c + 1 MAM02039@i --> 1 MAM02039@m + 1 MAM02125@m	MAR06325				mnx:MNXR100645;vmhreaction:r1427
MAR06326	1 MAM02125@m + 1 MAM02039@i --> 1 MAM02039@m + 1 MAM02125@c	MAR06326				mnx:MNXR100647;tcdb:2.A.29.19.1;vmhreaction:r2416
MAR06327	1 MAM01588@m + 1 MAM02039@i --> 1 MAM01588@c + 1 MAM02039@m	MAR06327				biggR:CITRtm;mnx:MNXR96735;tcdb:2.A.29.19.1
MAR06328	1 MAM01285@c + 1 MAM01371@m <==> 1 MAM01285@m + 1 MAM01371@c	MAR06328				biggR:ATPtm;keggR:R00124;mnx:MNXR96123;rheaR:34999;rheaR:35002;vmhreaction:ATPtm
MAR06329	1 MAM01597@m + 1 MAM01802@m + 1 MAM02040@m + 1 MAM02552@m + 1 MAM02644@m --> 1 MAM01261@m + 1 MAM01803@m + 1 MAM02039@m + 1 MAM02122@m + 1 MAM02553@m	MAR06329				biggR:FAOXC8C6m;vmhreaction:FAOXC8C6m
MAR06330	1 MAM01306@c + 1 MAM02751@m --> 1 MAM01306@m + 1 MAM02751@c	MAR06330				mnx:MNXR106292;tcdb:2.A.29.2.7;vmhreaction:r2419
MAR06331	1 MAM02661@c + 1 MAM02751@m --> 1 MAM02661@m + 1 MAM02751@c	MAR06331				mnx:MNXR106293;tcdb:2.A.29.2.7;vmhreaction:r2420
MAR06332	1 MAM01371@m + 1 MAM01637@c --> 1 MAM01371@c + 1 MAM01637@m	MAR06332				biggR:DNDPt13m;mnx:MNXR97631;tcdb:2.A.29.16.1;vmhreaction:DNDPt13m
MAR06333	1 MAM01371@m + 1 MAM01680@c --> 1 MAM01371@c + 1 MAM01680@m	MAR06333				biggR:DNDPt32m;mnx:MNXR97648;tcdb:2.A.29.16.1;vmhreaction:DNDPt32m
MAR06334	1 MAM01371@m + 1 MAM01754@c --> 1 MAM01371@c + 1 MAM01754@m	MAR06334				biggR:DNDPt19m;mnx:MNXR97637;tcdb:2.A.29.16.1;vmhreaction:DNDPt19m
MAR06335	1 MAM01285@m + 1 MAM01637@c --> 1 MAM01285@c + 1 MAM01637@m	MAR06335				biggR:DNDPt12m;mnx:MNXR97630;tcdb:2.A.29.16.1;vmhreaction:DNDPt12m
MAR06336	1 MAM01285@m + 1 MAM01680@c --> 1 MAM01285@c + 1 MAM01680@m	MAR06336				mnx:MNXR106294;tcdb:2.A.29.16.1;vmhreaction:r2425
MAR06337	1 MAM01285@m + 1 MAM01754@c --> 1 MAM01285@c + 1 MAM01754@m	MAR06337				biggR:DNDPt18m;mnx:MNXR97636;tcdb:2.A.29.16.1;vmhreaction:DNDPt18m
MAR06338	1 MAM01371@m + 1 MAM01642@c --> 1 MAM01371@c + 1 MAM01642@m	MAR06338				biggR:DNDPt2m;mnx:MNXR97645;tcdb:2.A.29.16.1;vmhreaction:DNDPt2m
MAR06339	1 MAM01371@m + 1 MAM01688@c --> 1 MAM01371@c + 1 MAM01688@m	MAR06339				biggR:DNDPt57m;mnx:MNXR97670;tcdb:2.A.29.16.1;vmhreaction:DNDPt57m
MAR06340	1 MAM01371@m + 1 MAM01756@c --> 1 MAM01371@c + 1 MAM01756@m	MAR06340				biggR:DNDPt43m;mnx:MNXR97656;tcdb:2.A.29.16.1;vmhreaction:DNDPt43m
MAR06341	1 MAM01285@m + 1 MAM01642@c --> 1 MAM01285@c + 1 MAM01642@m	MAR06341				biggR:DNDPt1m;mnx:MNXR97638;tcdb:2.A.29.16.1;vmhreaction:DNDPt1m
MAR06342	1 MAM01285@m + 1 MAM01688@c --> 1 MAM01285@c + 1 MAM01688@m	MAR06342				biggR:DNDPt58m;mnx:MNXR97671;tcdb:2.A.29.16.1;vmhreaction:DNDPt58m
MAR06343	1 MAM01285@m + 1 MAM01756@c --> 1 MAM01285@c + 1 MAM01756@m	MAR06343				biggR:DNDPt42m;mnx:MNXR97655;tcdb:2.A.29.16.1;vmhreaction:DNDPt42m
MAR06344	1 MAM01597@x + 1 MAM02040@x + 1 MAM02552@x + 1 MAM02630@x + 1 MAM02644@x --> 1 MAM01261@x + 1 MAM02039@x + 1 MAM02041@x + 1 MAM02122@x + 1 MAM02553@x	MAR06344				biggR:FAOXC8C6x;vmhreaction:FAOXC8C6x
MAR06345	1 MAM01597@x + 1 MAM02040@x + 1 MAM02552@x + 1 MAM02630@x + 1 MAM03922@x --> 1 MAM01261@x + 1 MAM02039@x + 1 MAM02041@x + 1 MAM02553@x + 1 MAM03409@x	MAR06345				biggR:FAOXC8DCC6DCx;vmhreaction:FAOXC8DCC6DCx
MAR06346	1 MAM01597@m + 1 MAM01802@m + 1 MAM02040@m + 1 MAM02552@m + 1 MAM03554@m --> 1 MAM01261@m + 1 MAM01803@m + 1 MAM02039@m + 1 MAM02553@m + 1 MAM03552@m	MAR06346				vmhreaction:FAOXC9BRC7BRm
MAR06347	1 MAM01597@m + 1 MAM01802@m + 1 MAM02040@m + 1 MAM02552@m + 1 MAM02616@m --> 1 MAM01261@m + 1 MAM01803@m + 1 MAM02039@m + 1 MAM02107@m + 1 MAM02553@m	MAR06347				biggR:FAOXC9C7m;vmhreaction:FAOXC9C7m
MAR06348	1 MAM02039@r + 1 MAM02555@r + 1 MAM02630@r + 1 MAM01648@r --> 1 MAM02040@r + 1 MAM02554@r + 1 MAM03797@r	MAR06348				biggR:FAOXMC10OHMC10r;mnx:MNXR99380;vmhreaction:FAOXMC10OHMC10r
MAR06349	1 MAM00403@c + 1 MAM02040@c + 2 MAM02552@c --> 3 MAM02039@c + 2 MAM02553@c + 1 MAM03654@c	MAR06349				biggR:FAOXOHC16C16DCc;vmhreaction:FAOXOHC16C16DCc
MAR06350	1 MAM02040@c + 2 MAM02552@c + 1 MAM03798@c --> 2 MAM02039@c + 2 MAM02553@c + 1 MAM03560@c	MAR06350				biggR:FAOXOHC22C22DCc;vmhreaction:FAOXOHC22C22DCc
MAR06351	1 MAM02519@e + 1 MAM03123@e --> 1 MAM02519@c + 1 MAM03123@c	MAR06351				biggR:URIt4;mnx:MNXR105167;tcdb:2.A.41.2.3;vmhreaction:URIt4
MAR06352	1 MAM01673@e + 1 MAM02519@e --> 1 MAM01673@c + 1 MAM02519@c	MAR06352				mnx:MNXR106295;tcdb:2.A.41.2.3;vmhreaction:r2447
MAR06353	1 MAM02170@e + 1 MAM02519@e --> 1 MAM02170@c + 1 MAM02519@c	MAR06353				biggR:INSt4;mnx:MNXR100851;tcdb:2.A.41.2.4;vmhreaction:INSt4
MAR06354	1 MAM01671@e + 1 MAM02519@e --> 1 MAM01671@c + 1 MAM02519@c	MAR06354				mnx:MNXR106296;tcdb:2.A.41.2.4;vmhreaction:r2449
MAR06355	1 MAM01280@e + 2 MAM02519@e --> 1 MAM01280@c + 2 MAM02519@c	MAR06355				biggR:ADNt5;mnx:MNXR95463;tcdb:2.A.41.2.6;vmhreaction:ADNt5le
MAR06356	2 MAM02519@e + 1 MAM02996@e --> 2 MAM02519@c + 1 MAM02996@c	MAR06356				biggR:THMDt5;mnx:MNXR104820;tcdb:2.A.41.2.6;vmhreaction:THMDt5le
MAR06357	1 MAM02170@e + 2 MAM02519@e --> 1 MAM02170@c + 2 MAM02519@c	MAR06357				biggR:INSt5;mnx:MNXR100852;tcdb:2.A.41.2.6;vmhreaction:INSt5le
MAR06358	2 MAM02519@e + 1 MAM03123@e --> 2 MAM02519@c + 1 MAM03123@c	MAR06358				biggR:URIt5;mnx:MNXR105168;tcdb:2.A.41.2.6;vmhreaction:URIt5le
MAR06359	1 MAM01669@e + 2 MAM02519@e --> 1 MAM01669@c + 2 MAM02519@c	MAR06359				tcdb:2.A.41.2.6;vmhreaction:HMR_6359
MAR06360	1 MAM02038@e + 2 MAM02519@e --> 1 MAM02038@c + 2 MAM02519@c	MAR06360				biggR:GSNt5;mnx:MNXR100436;tcdb:2.A.41.2.6;vmhreaction:GSNt5le
MAR06361	1 MAM01630@e + 2 MAM02519@e --> 1 MAM01630@c + 2 MAM02519@c	MAR06361				biggR:CYTDt5;mnx:MNXR97046;tcdb:2.A.41.2.6;vmhreaction:CYTDt5le
MAR06362	1 MAM01673@e + 2 MAM02519@e --> 1 MAM01673@c + 2 MAM02519@c	MAR06362				tcdb:2.A.41.2.6;vmhreaction:HMR_6362
MAR06363	1 MAM01666@e + 2 MAM02519@e --> 1 MAM01666@c + 2 MAM02519@c	MAR06363				tcdb:2.A.41.2.6;vmhreaction:HMR_6363
MAR06364	1 MAM01668@e + 2 MAM02519@e --> 1 MAM01668@c + 2 MAM02519@c	MAR06364				tcdb:2.A.41.2.6;vmhreaction:HMR_6364
MAR06365	1 MAM01671@e + 2 MAM02519@e --> 1 MAM01671@c + 2 MAM02519@c	MAR06365				tcdb:2.A.41.2.6;vmhreaction:HMR_6365
MAR06366	1 MAM01669@c <==> 1 MAM01669@e	MAR06366				biggR:DGSNt;mnx:MNXR97324;tcdb:2.A.57.1.4;vmhreaction:DGSNt
MAR06367	1 MAM01666@c <==> 1 MAM01666@e	MAR06367				biggR:DADNt4;mnx:MNXR97081;tcdb:2.A.57.1.4;vmhreaction:DADNt4
MAR06368	1 MAM01668@c <==> 1 MAM01668@e	MAR06368				biggR:DCYTt;mnx:MNXR97208;tcdb:2.A.57.1.4;vmhreaction:DCYTt
MAR06369	1 MAM01671@c --> 1 MAM01671@e	MAR06369				biggR:DINt;mnx:MNXR97466;tcdb:2.A.57.1.4;vmhreaction:DINt
MAR06370	1 MAM03157@c --> 1 MAM03157@e	MAR06370				mnx:MNXR105280;tcdb:2.A.4.2.3;vmhreaction:r2465
MAR06371	1 MAM01986@e + 1 MAM02039@e --> 1 MAM01986@c + 1 MAM02039@c	MAR06371				biggR:GLYt2r;mnx:MNXR100368;rheaR:28899;rheaR:28901;tcdb:2.A.18.8.1;vmhreaction:GLYt2r
MAR06372	1 MAM01307@e + 1 MAM02039@e --> 1 MAM01307@c + 1 MAM02039@c	MAR06372				biggR:ALAt2r;mnx:MNXR95704;tcdb:2.A.18.8.1;vmhreaction:ALAt2r
MAR06373	1 MAM02039@e + 1 MAM02770@e --> 1 MAM02039@c + 1 MAM02770@c	MAR06373				biggR:PROt2r;mnx:MNXR103211;tcdb:2.A.18.8.1;vmhreaction:PROt2r
MAR06374	1 MAM02039@e + 1 MAM02896@e --> 1 MAM02039@c + 1 MAM02896@c	MAR06374				mnx:MNXR104352;tcdb:2.A.18.8.1;vmhreaction:r2471
MAR06375	1 MAM02519@e + 1 MAM02896@e --> 1 MAM02519@c + 1 MAM02896@c	MAR06375				biggR:SERt4;mnx:MNXR104346;tcdb:2.A.18.6.5;vmhreaction:SERt4
MAR06376	1 MAM02040@c + 2 MAM02552@c + 1 MAM03797@c --> 3 MAM02039@c + 2 MAM02553@c + 1 MAM03923@c	MAR06376				biggR:FAOXOHMC10DC10c;mnx:MNXR99381;vmhreaction:FAOXOHMC10DC10c
MAR06377	1 MAM01628@e + 1 MAM02519@e --> 1 MAM01628@c + 1 MAM02519@c	MAR06377				biggR:CYSt4;mnx:MNXR97028;tcdb:2.A.18.6.5;vmhreaction:CYSt4
MAR06378	1 MAM01802@m + 1 MAM03969@m --> 1 MAM01803@m + 1 MAM03522@m	MAR06378				biggR:FAOXTC101TC102m;vmhreaction:FAOXTC101TC102m
MAR06379	1 MAM02136@e + 1 MAM02519@e --> 1 MAM02136@c + 1 MAM02519@c	MAR06379				biggR:HOMt4;mnx:MNXR100677;tcdb:2.A.18.6.5;vmhreaction:HOMt4
MAR06380	1 MAM01975@e + 1 MAM02039@c + 1 MAM02519@e --> 1 MAM01975@c + 1 MAM02039@e + 1 MAM02519@c	MAR06380				biggR:GLNt4;mnx:MNXR100261;tcdb:2.A.18.6.2
MAR06381	1 MAM02039@c + 1 MAM02519@e + 1 MAM02896@e --> 1 MAM02039@e + 1 MAM02519@c + 1 MAM02896@c	MAR06381				biggR:SERt4;mnx:MNXR104346;tcdb:2.A.18.6.8
MAR06382	1 MAM01369@e + 1 MAM02039@c + 1 MAM02519@e --> 1 MAM01369@c + 1 MAM02039@e + 1 MAM02519@c	MAR06382				biggR:ASNt4;mnx:MNXR96057;tcdb:2.A.18.6.8
MAR06383	1 MAM02039@c + 1 MAM02136@e + 1 MAM02519@e --> 1 MAM02039@e + 1 MAM02136@c + 1 MAM02519@c	MAR06383				biggR:HOMt4;mnx:MNXR100677;tcdb:2.A.18.6.8
MAR06384	1 MAM02039@c + 1 MAM02125@e + 1 MAM02519@e --> 1 MAM02039@e + 1 MAM02125@c + 1 MAM02519@c	MAR06384				biggR:HISt4;mnx:MNXR100646;tcdb:2.A.18.6.2;vmhreaction:HISSNAT5tc
MAR06385	1 MAM03107@c + 1 MAM03114@r --> 1 MAM03107@r + 1 MAM03114@c	MAR06385				biggR:UDPGALtg;mnx:MNXR105062;tcdb:2.A.7.12.6;vmhreaction:HMR_6385
MAR06386	1 MAM01968@c + 1 MAM02751@r --> 1 MAM01968@r + 1 MAM02751@c	MAR06386				mnx:MNXR99914;tcdb:2.A.1.4.5;vmhreaction:r2473
MAR06387	1 MAM02519@c + 1 MAM02751@c <==> 1 MAM02519@r + 1 MAM02751@r	MAR06387				mnx:MNXR102849;vmhreaction:r2506
MAR06388	1 MAM02751@r + 1 MAM02759@c <==> 1 MAM02751@c + 1 MAM02759@r	MAR06388				mnx:MNXR106329;vmhreaction:r2521
MAR06389	1 MAM02751@m + 1 MAM02914@c --> 1 MAM02751@c + 1 MAM02914@m	MAR06389				biggR:r2472;mnx:MNXR100321;tcdb:2.A.1.4.7;vmhreaction:r2472
MAR06390	1 MAM02039@m + 1 MAM02555@m + 1 MAM03522@m --> 1 MAM02554@m + 1 MAM03035@m	MAR06390				biggR:FAOXTC102C101m;vmhreaction:FAOXTC102C101m
MAR06391	1 MAM01306@c + 1 MAM02026@m <==> 1 MAM01306@m + 1 MAM02026@c	MAR06391				mnx:MNXR106328;vmhreaction:r2520
MAR06392	1 MAM01371@c + 1 MAM02040@c + 1 MAM02952@c --> 1 MAM01285@c + 1 MAM02039@c + 1 MAM02751@c + 1 MAM02952@e	MAR06392				mnx:MNXR106316;tcdb:3.A.1.208.8;vmhreaction:r2505
MAR06393	1 MAM02147@c + 1 MAM02489@c --> 1 MAM01655@c + 1 MAM02040@c	MAR06393				
MAR06394	1 MAM01368@c + 1 MAM02394@c <==> 1 MAM01655@c + 1 MAM01702@c	MAR06394		1.8.5.-		mnx:MNXR103756;vmhreaction:RE2899C
MAR06395	1 MAM01368@e + 2 MAM01822@e --> 1 MAM01655@e + 2 MAM01821@e + 2 MAM02039@e	MAR06395		1.-.-.-		biggR:FE3R2e;mnx:MNXR99523;vmhreaction:FE3R2e
MAR06396	1 MAM01655@c + 1 MAM02039@c + 1 MAM02555@c --> 1 MAM01368@c + 1 MAM02554@c	MAR06396				biggR:DASCBR;mnx:MNXR97152;vmhreaction:DASCBR
MAR06397	1 MAM02039@c + 1 MAM02394@c + 1 MAM02553@c <==> 1 MAM01702@c + 1 MAM02552@c	MAR06397		1.8.1.4		vmhreaction:HMR_6397
MAR06398	1 MAM01371@c + 1 MAM02039@c + 1 MAM02394@c --> 1 MAM02398@c + 1 MAM02759@c	MAR06398		2.7.7.63		keggR:R07770;mnx:MNXR101081;vmhreaction:RE1944C
MAR06399	1 MAM01350@c + 1 MAM02398@c --> 1 MAM00209@c + 1 MAM01334@c + 1 MAM02039@c	MAR06399		2.7.7.63		keggR:R07771;mnx:MNXR111358;vmhreaction:HMR_6399
MAR06400	5 MAM02039@c + 7 MAM02555@c + 1 MAM02643@c + 2 MAM02682@c + 2 MAM02877@c --> 2 MAM01098@c + 6 MAM02040@c + 1 MAM02397@c + 2 MAM02471@c + 7 MAM02554@c + 2 MAM02681@c	MAR06400		2.3.1.181;2.8.1.8		keggR:R07768;mnx:MNXR111356;vmhreaction:HMR_6400
