#MetaNetX/TSV/reactions.tsv 1.1
#ID	equation	source	mnxr_ID	classifs	pathways	xrefs
MAR02238	1 MAM00791@c --> 1 MAM00055@c + 1 MAM02040@c	MAR02238		2.3.1.85		vmhreaction:HMR_2238
MAR02239	1 MAM00055@c + 1 MAM02039@c + 1 MAM02555@c --> 1 MAM02554@c + 1 MAM02615@c	MAR02239		2.3.1.85		vmhreaction:HMR_2239
MAR02240	1 MAM02039@c + 1 MAM02442@c + 1 MAM02615@c --> 1 MAM00184@c + 1 MAM00910@c + 1 MAM01596@c	MAR02240		2.3.1.85		vmhreaction:HMR_2240
MAR02241	1 MAM00910@c + 1 MAM02039@c + 1 MAM02555@c --> 1 MAM00805@c + 1 MAM02554@c	MAR02241		2.3.1.85		vmhreaction:HMR_2241
MAR02242	1 MAM00805@c --> 1 MAM00070@c + 1 MAM02040@c	MAR02242		2.3.1.85		vmhreaction:HMR_2242
MAR02243	1 MAM00070@c + 1 MAM02039@c + 1 MAM02555@c --> 1 MAM02554@c + 1 MAM03115@c	MAR02243		2.3.1.85		vmhreaction:HMR_2243
MAR02244	1 MAM02039@c + 1 MAM02442@c + 1 MAM03115@c --> 1 MAM00184@c + 1 MAM00908@c + 1 MAM01596@c	MAR02244		2.3.1.85		vmhreaction:HMR_2244
MAR02245	1 MAM00908@c + 1 MAM02039@c + 1 MAM02555@c --> 1 MAM00803@c + 1 MAM02554@c	MAR02245		2.3.1.85		vmhreaction:HMR_2245
MAR02246	1 MAM00803@c --> 1 MAM00068@c + 1 MAM02040@c	MAR02246		2.3.1.85		vmhreaction:HMR_2246
MAR02247	1 MAM00068@c + 1 MAM02039@c + 1 MAM02555@c --> 1 MAM02554@c + 1 MAM03048@c	MAR02247		2.3.1.85		vmhreaction:HMR_2247
MAR02248	1 MAM02040@c + 1 MAM03048@c --> 1 MAM00184@c + 1 MAM02039@c + 1 MAM03051@c	MAR02248		2.3.1.85;3.1.2.14		vmhreaction:HMR_2248
MAR02249	1 MAM02039@c + 1 MAM02442@c + 1 MAM03048@c --> 1 MAM00184@c + 1 MAM00896@c + 1 MAM01596@c	MAR02249		2.3.1.85		vmhreaction:HMR_2249
MAR02250	1 MAM00896@c + 1 MAM02039@c + 1 MAM02555@c --> 1 MAM00794@c + 1 MAM02554@c	MAR02250		2.3.1.85		vmhreaction:HMR_2250
MAR02251	1 MAM00794@c --> 1 MAM00060@c + 1 MAM02040@c	MAR02251		2.3.1.85		vmhreaction:HMR_2251
MAR02252	1 MAM00060@c + 1 MAM02039@c + 1 MAM02555@c --> 1 MAM02554@c + 1 MAM02687@c	MAR02252		2.3.1.85		vmhreaction:HMR_2252
MAR02253	1 MAM02040@c + 1 MAM02687@c --> 1 MAM00184@c + 1 MAM02039@c + 1 MAM02690@c	MAR02253		2.3.1.85;3.1.2.14		vmhreaction:HMR_2253
MAR02254	1 MAM02039@c + 1 MAM02442@c + 1 MAM02687@c --> 1 MAM00184@c + 1 MAM00874@c + 1 MAM01596@c	MAR02254		2.3.1.85		vmhreaction:HMR_2254
MAR02255	1 MAM00874@c + 1 MAM02039@c + 1 MAM02555@c --> 1 MAM00779@c + 1 MAM02554@c	MAR02255		2.3.1.85		vmhreaction:HMR_2255
MAR02256	1 MAM00779@c --> 1 MAM00045@c + 1 MAM02040@c	MAR02256		2.3.1.85		vmhreaction:HMR_2256
MAR02257	1 MAM00045@c + 1 MAM02039@c + 1 MAM02555@c --> 1 MAM02099@c + 1 MAM02554@c	MAR02257		2.3.1.85		vmhreaction:HMR_2257
MAR02258	1 MAM02040@c + 1 MAM02099@c --> 1 MAM00184@c + 1 MAM02039@c + 1 MAM02456@c	MAR02258		2.3.1.85;3.1.2.14		vmhreaction:HMR_2258
MAR02259	1 MAM02039@c + 1 MAM02101@c + 1 MAM02444@c --> 1 MAM00887@c + 1 MAM01596@c + 1 MAM01597@c	MAR02259		2.3.1.199		vmhreaction:HMR_2259
MAR02260	1 MAM00887@c + 1 MAM02039@c + 1 MAM02555@c --> 1 MAM00790@c + 1 MAM02554@c	MAR02260		1.1.1.330		vmhreaction:HMR_2260
MAR02261	1 MAM00790@c --> 1 MAM00054@c + 1 MAM02040@c	MAR02261		4.2.1.134		vmhreaction:HMR_2261
MAR02262	1 MAM00054@c + 1 MAM02039@c + 1 MAM02555@c --> 1 MAM02554@c + 1 MAM02612@c	MAR02262		1.3.1.93		vmhreaction:HMR_2262
MAR02263	1 MAM02039@c + 1 MAM02444@c + 1 MAM02612@c --> 1 MAM00873@c + 1 MAM01596@c + 1 MAM01597@c	MAR02263		2.3.1.199		vmhreaction:HMR_2263
MAR02264	1 MAM00873@c + 1 MAM02039@c + 1 MAM02555@c --> 1 MAM00778@c + 1 MAM02554@c	MAR02264		1.1.1.330		vmhreaction:HMR_2264
MAR02265	1 MAM00778@c --> 1 MAM00044@c + 1 MAM02040@c	MAR02265		4.2.1.134		vmhreaction:HMR_2265
MAR02266	1 MAM00044@c + 1 MAM02039@c + 1 MAM02555@c --> 1 MAM02052@c + 1 MAM02554@c	MAR02266		1.3.1.93		vmhreaction:HMR_2266
MAR02267	1 MAM02039@c + 1 MAM02052@c + 1 MAM02444@c --> 1 MAM00907@c + 1 MAM01596@c + 1 MAM01597@c	MAR02267		2.3.1.199		vmhreaction:HMR_2267
MAR02268	1 MAM00907@c + 1 MAM02039@c + 1 MAM02555@c --> 1 MAM00802@c + 1 MAM02554@c	MAR02268		1.1.1.330		vmhreaction:HMR_2268
MAR02269	1 MAM00802@c --> 1 MAM00067@c + 1 MAM02040@c	MAR02269		4.2.1.134		vmhreaction:HMR_2269
MAR02270	1 MAM00067@c + 1 MAM02039@c + 1 MAM02555@c --> 1 MAM02554@c + 1 MAM03047@c	MAR02270		1.3.1.93		vmhreaction:HMR_2270
MAR02271	1 MAM01588@c + 1 MAM02658@m --> 1 MAM01588@m + 1 MAM02658@c	MAR02271				biggR:r0947;mnx:MNXR105405;vmhreaction:r0947
MAR02272	1 MAM02939@l --> 1 MAM02939@r	MAR02272				biggR:r0983;mnx:MNXR104604;vmhreaction:r0983
MAR02273	1 MAM02387@l --> 1 MAM02387@r	MAR02273				biggR:r0986;mnx:MNXR101107;vmhreaction:r0986
MAR02274	1 MAM02336@r --> 1 MAM02336@x	MAR02274				biggR:r0988;mnx:MNXR101014;vmhreaction:r0988
MAR02275	1 MAM01514@r <==> 1 MAM01514@c	MAR02275				biggR:r0989;mnx:MNXR105412;vmhreaction:r0989
MAR02276	1 MAM01371@c + 1 MAM02040@c + 1 MAM03318@c --> 1 MAM01285@c + 1 MAM02039@c + 1 MAM02751@c + 1 MAM03318@e	MAR02276				biggR:r0993;mnx:MNXR105414;vmhreaction:r0993
MAR02277	1 MAM03318@c <==> 1 MAM03318@r	MAR02277				biggR:r0994;mnx:MNXR105415;vmhreaction:r0994
MAR02278	1 MAM02348@c + 1 MAM02411@x <==> 1 MAM02348@x + 1 MAM02411@c	MAR02278				biggR:r0999;mnx:MNXR105417;vmhreaction:r0999
MAR02279	1 MAM02348@c + 1 MAM02388@x --> 1 MAM02348@x + 1 MAM02388@c	MAR02279				biggR:r1003;mnx:MNXR105419;vmhreaction:r1003
MAR02280	1 MAM02348@c + 1 MAM01363@x --> 1 MAM01363@c + 1 MAM02348@x	MAR02280				biggR:r1008;mnx:MNXR105421;vmhreaction:r1008
MAR02281	1 MAM02039@c + 1 MAM02495@c + 1 MAM02555@c + 1 MAM02630@c --> 1 MAM00129@c + 2 MAM02040@c + 1 MAM02554@c	MAR02281		1.14.19.1		biggR:HMR_2281;vmhreaction:HMR_2281
MAR02282	1 MAM02039@c + 1 MAM02495@c + 1 MAM02555@c + 1 MAM02630@c --> 1 MAM00118@c + 2 MAM02040@c + 1 MAM02554@c	MAR02282		1.14.19.1		vmhreaction:HMR_2282
MAR02283	1 MAM00614@r + 1 MAM01371@r + 1 MAM02040@r --> 1 MAM00614@x + 1 MAM01285@r + 1 MAM02039@r + 1 MAM02751@r	MAR02283				biggR:r1012;mnx:MNXR105423;vmhreaction:r1012
MAR02284	1 MAM02039@c + 1 MAM02495@c + 1 MAM02555@c + 1 MAM02630@c --> 1 MAM01141@c + 2 MAM02040@c + 1 MAM02554@c	MAR02284		1.14.19.1		vmhreaction:HMR_2284
MAR02285	1 MAM00616@r + 1 MAM01371@r + 1 MAM02040@r --> 1 MAM00616@x + 1 MAM01285@r + 1 MAM02039@r + 1 MAM02751@r	MAR02285				biggR:r1014;mnx:MNXR105424;vmhreaction:r1014
MAR02286	1 MAM02039@c + 1 MAM02555@c + 1 MAM02630@c + 1 MAM02678@c --> 2 MAM02040@c + 1 MAM02554@c + 1 MAM02677@c	MAR02286		1.14.19.1		biggR:DESAT16;vmhreaction:HMR_2286
MAR02287	1 MAM02039@c + 1 MAM02555@c + 1 MAM02630@c + 1 MAM02678@c --> 1 MAM01191@c + 2 MAM02040@c + 1 MAM02554@c	MAR02287		1.14.19.1		biggR:HMR_2287;vmhreaction:HMR_2287
MAR02288	1 MAM02039@c + 1 MAM02101@c + 1 MAM02555@c + 1 MAM02630@c --> 1 MAM00004@c + 2 MAM02040@c + 1 MAM02554@c	MAR02288		1.14.19.1		vmhreaction:HMR_2288
MAR02289	1 MAM02039@c + 1 MAM02101@c + 1 MAM02555@c + 1 MAM02630@c --> 1 MAM01237@c + 2 MAM02040@c + 1 MAM02554@c	MAR02289		1.14.19.1		biggR:HMR_2289;vmhreaction:HMR_2289
MAR02290	1 MAM01371@x + 1 MAM02040@x + 1 MAM02963@x --> 1 MAM01285@x + 1 MAM02039@x + 1 MAM02751@x + 1 MAM02963@e	MAR02290				biggR:r1017;mnx:MNXR104744;rheaR:50052;rheaR:50053;vmhreaction:r1017
MAR02291	1 MAM00755@m <==> 1 MAM00755@c	MAR02291				vmhreaction:r1021
MAR02292	1 MAM02039@c + 1 MAM02555@c + 1 MAM02630@c + 1 MAM02941@c --> 1 MAM00020@c + 2 MAM02040@c + 1 MAM02554@c	MAR02292		1.14.19.1		biggR:HMR_2292;vmhreaction:HMR_2292
MAR02293	1 MAM02039@c + 1 MAM02555@c + 1 MAM02630@c + 1 MAM02941@c --> 1 MAM01586@c + 2 MAM02040@c + 1 MAM02554@c	MAR02293		1.14.19.1		biggR:HMR_2293;vmhreaction:HMR_2293
MAR02294	1 MAM02039@c + 1 MAM02555@c + 1 MAM02630@c + 1 MAM02941@c --> 2 MAM02040@c + 1 MAM02554@c + 1 MAM02647@c	MAR02294		1.14.19.1		biggR:DESAT18;vmhreaction:HMR_2294
MAR02295	1 MAM02039@c + 1 MAM02555@c + 1 MAM02630@c + 1 MAM02941@c --> 1 MAM00127@c + 2 MAM02040@c + 1 MAM02554@c	MAR02295		1.14.19.1		vmhreaction:HMR_2295
MAR02296	1 MAM02039@c + 1 MAM02555@c + 1 MAM02630@c + 1 MAM02941@c --> 1 MAM00116@c + 2 MAM02040@c + 1 MAM02554@c	MAR02296		1.14.19.1		vmhreaction:HMR_2296
MAR02297	1 MAM01182@r + 1 MAM01371@r + 1 MAM02040@r --> 1 MAM01182@c + 1 MAM01285@r + 1 MAM02039@r + 1 MAM02751@r	MAR02297				biggR:r1024;mnx:MNXR105427;vmhreaction:r1024
MAR02298	1 MAM01371@x + 1 MAM02040@x + 1 MAM02962@x --> 1 MAM01285@x + 1 MAM02039@x + 1 MAM02751@x + 1 MAM02962@e	MAR02298				biggR:r1029;mnx:MNXR105431;rheaR:50064;rheaR:50065;vmhreaction:r1029
MAR02299	1 MAM03101@c --> 1 MAM03101@m	MAR02299				biggR:r1078;mnx:MNXR105002;vmhreaction:r1078
MAR02300	1 MAM02039@r + 1 MAM02555@r + 2 MAM02630@r + 1 MAM00367@r --> 2 MAM02040@r + 1 MAM02554@r + 1 MAM00953@r	MAR02300		1.14.13.72		biggR:r1134;vmhreaction:r1134
MAR02301	3 MAM02039@r + 1 MAM02554@r + 1 MAM00809@r <==> 1 MAM02555@r + 1 MAM00968@r	MAR02301		1.1.1.270		biggR:r1135;vmhreaction:r1135
MAR02302	2 MAM02040@r + 1 MAM00968@r --> 1 MAM01596@r + 6 MAM02039@r + 1 MAM03158@r	MAR02302				biggR:r1146;vmhreaction:r1146
MAR02303	1 MAM01306@c + 1 MAM02183@m <==> 1 MAM01306@m + 1 MAM02183@c	MAR02303				biggR:AKGICITtm;mnx:MNXR95658;vmhreaction:r1147
MAR02304	1 MAM01371@c + 1 MAM02040@c + 1 MAM02946@c --> 1 MAM01285@c + 1 MAM02039@c + 1 MAM02751@c + 1 MAM02946@e	MAR02304		4.1.3.6		biggR:r1162;mnx:MNXR105437;rheaR:10192;rheaR:10193;vmhreaction:r1162
MAR02305	1 MAM02039@c + 1 MAM02444@c + 1 MAM02647@c --> 1 MAM00840@c + 1 MAM01596@c + 1 MAM01597@c	MAR02305		2.3.1.199		mnx:MNXR103830;vmhreaction:RE3224C
MAR02306	1 MAM01450@r + 1 MAM00051@r --> 1 MAM01505@r + 1 MAM01597@r	MAR02306		2.3.1.26		biggR:r1165;mnx:MNXR105439;vmhreaction:r1165
MAR02307	1 MAM00840@c + 1 MAM02039@c + 1 MAM02555@c --> 1 MAM00700@c + 1 MAM02554@c	MAR02307		1.1.1.330		mnx:MNXR103833;vmhreaction:RE3227C
MAR02308	1 MAM02914@c + 1 MAM00051@c --> 1 MAM00497@c + 1 MAM01597@c	MAR02308		2.3.1.15		vmhreaction:r1186
MAR02309	1 MAM00700@c --> 1 MAM02040@c + 1 MAM03012@c	MAR02309		4.2.1.134		mnx:MNXR103834;vmhreaction:RE3228C
MAR02310	1 MAM01371@r + 1 MAM01597@r + 1 MAM02675@r --> 1 MAM01334@r + 1 MAM02759@r + 1 MAM00051@r	MAR02310		6.2.1.3		biggR:r1251;mnx:MNXR105452;vmhreaction:r1251
MAR02311	1 MAM02039@c + 1 MAM02555@c + 1 MAM03012@c --> 1 MAM00007@c + 1 MAM02554@c	MAR02311		1.3.1.93		mnx:MNXR103835;vmhreaction:RE3229C
MAR02312	1 MAM01371@c + 1 MAM01597@c + 1 MAM02675@c --> 1 MAM01334@c + 1 MAM02759@c + 1 MAM00051@c	MAR02312		6.2.1.3		biggR:r1252;mnx:MNXR105452;vmhreaction:r1252
MAR02313	1 MAM01371@r + 1 MAM01597@r + 8 MAM02039@r + 1 MAM02939@r --> 1 MAM01334@r + 1 MAM02759@r + 1 MAM02941@r	MAR02313		6.2.1.3		biggR:r1253;vmhreaction:r1253
MAR02314	1 MAM01371@r + 1 MAM01597@r + 1 MAM02389@r --> 1 MAM01334@r + 1 MAM01934@r + 1 MAM02759@r	MAR02314		6.2.1.3		biggR:r1259;mnx:MNXR105453;vmhreaction:r1259
MAR02315	1 MAM00007@c + 1 MAM02039@c + 1 MAM02444@c --> 1 MAM00842@c + 1 MAM01596@c + 1 MAM01597@c	MAR02315		2.3.1.199		mnx:MNXR103831;vmhreaction:RE3225C
MAR02316	1 MAM01932@l --> 1 MAM01932@r	MAR02316		3.1.1.13		biggR:r1298;mnx:MNXR101114;vmhreaction:r1298
MAR02317	1 MAM00842@c + 1 MAM02039@c + 1 MAM02555@c --> 1 MAM00701@c + 1 MAM02554@c	MAR02317		1.1.1.330		mnx:MNXR103836;vmhreaction:RE3230C
MAR02318	1 MAM02646@l --> 1 MAM02646@r	MAR02318		3.1.1.13		biggR:r1301;mnx:MNXR99110;vmhreaction:r1301
MAR02319	1 MAM00701@c --> 1 MAM02040@c + 1 MAM03013@c	MAR02319		4.2.1.134		mnx:MNXR103837;vmhreaction:RE3231C
MAR02320	1 MAM02675@l --> 1 MAM02675@r	MAR02320		3.1.1.13		biggR:r1303;mnx:MNXR99102;vmhreaction:r1303
MAR02321	1 MAM02039@c + 1 MAM02555@c + 1 MAM03013@c --> 1 MAM00016@c + 1 MAM02554@c	MAR02321		1.3.1.93		mnx:MNXR103838;vmhreaction:RE3232C
MAR02322	1 MAM02039@c + 1 MAM02115@c + 1 MAM02442@c --> 1 MAM00184@c + 1 MAM01596@c + 1 MAM03390@c	MAR02322		2.3.1.85		vmhreaction:r1313
MAR02323	1 MAM02039@c + 1 MAM02555@c + 1 MAM03390@c --> 1 MAM02554@c + 1 MAM03391@c	MAR02323		2.3.1.85		vmhreaction:r1314
MAR02324	1 MAM00016@c + 1 MAM02039@c + 1 MAM02444@c --> 1 MAM00856@c + 1 MAM01596@c + 1 MAM01597@c	MAR02324		2.3.1.199		mnx:MNXR103832;vmhreaction:RE3226C
MAR02325	1 MAM03391@c --> 1 MAM02040@c + 1 MAM03392@c	MAR02325		2.3.1.85		vmhreaction:r1315
MAR02326	1 MAM00856@c + 1 MAM02039@c + 1 MAM02555@c --> 1 MAM00709@c + 1 MAM02554@c	MAR02326		1.1.1.330		mnx:MNXR103840;vmhreaction:RE3234C
MAR02327	1 MAM02039@c + 1 MAM02555@c + 1 MAM03392@c --> 1 MAM02554@c + 1 MAM03389@c	MAR02327		2.3.1.85		vmhreaction:r1316
MAR02328	1 MAM00709@c --> 1 MAM02040@c + 1 MAM03015@c	MAR02328		4.2.1.134		mnx:MNXR103841;vmhreaction:RE3235C
MAR02329	1 MAM02040@c + 1 MAM03389@c --> 1 MAM00184@c + 1 MAM02039@c + 1 MAM02938@c	MAR02329		2.3.1.85		vmhreaction:r1317
MAR02330	1 MAM02039@c + 1 MAM02555@c + 1 MAM03015@c --> 1 MAM00025@c + 1 MAM02554@c	MAR02330		1.3.1.93		mnx:MNXR103842;vmhreaction:RE3236C
MAR02331	1 MAM02391@c <==> 1 MAM02391@r	MAR02331		2.3.1.15		biggR:r1318;mnx:MNXR105455;vmhreaction:r1318
MAR02332	1 MAM00025@c + 1 MAM02039@c + 1 MAM02444@c --> 1 MAM00879@c + 1 MAM01596@c + 1 MAM01597@c	MAR02332		2.3.1.199		vmhreaction:HMR_2332
MAR02333	1 MAM02389@l --> 1 MAM02389@r	MAR02333				biggR:r1364;mnx:MNXR101110;vmhreaction:r1364
MAR02334	1 MAM00879@c + 1 MAM02039@c + 1 MAM02555@c --> 1 MAM00715@c + 1 MAM02554@c	MAR02334		1.1.1.330		vmhreaction:HMR_2334
MAR02335	1 MAM01696@l --> 1 MAM01696@r	MAR02335				biggR:r1367;mnx:MNXR97504;vmhreaction:r1367
MAR02336	1 MAM00715@c --> 1 MAM02040@c + 1 MAM03016@c	MAR02336		4.2.1.134		vmhreaction:HMR_2336
MAR02337	1 MAM02039@r + 1 MAM02555@r + 1 MAM03158@r <==> 1 MAM02554@r + 1 MAM01449@r	MAR02337		1.3.1.72		biggR:r1380;mnx:MNXR105284;vmhreaction:r1380
MAR02338	1 MAM02039@c + 1 MAM02555@c + 1 MAM03016@c --> 1 MAM02112@c + 1 MAM02554@c	MAR02338		1.3.1.93		vmhreaction:HMR_2338
MAR02339	1 MAM02343@r <==> 1 MAM01449@r	MAR02339		5.3.3.5		vmhreaction:r1381
MAR02340	1 MAM02348@m + 1 MAM02774@c <==> 1 MAM02348@c + 1 MAM02774@m	MAR02340				biggR:r1400;mnx:MNXR105469;vmhreaction:r1400
MAR02341	1 MAM02040@e + 1 MAM02008@e --> 1 MAM01910@e + 1 MAM02011@e	MAR02341		3.2.1.23		biggR:r1411;mnx:MNXR105471;vmhreaction:r1411
MAR02342	1 MAM01586@c + 1 MAM02039@c + 1 MAM02444@c --> 1 MAM00843@c + 1 MAM01596@c + 1 MAM01597@c	MAR02342		2.3.1.199		vmhreaction:HMR_2342
MAR02343	1 MAM00843@c + 1 MAM02039@c + 1 MAM02555@c --> 1 MAM00702@c + 1 MAM02554@c	MAR02343		1.1.1.330		vmhreaction:HMR_2343
MAR02344	1 MAM00702@c --> 1 MAM02040@c + 1 MAM03014@c	MAR02344		4.2.1.134		vmhreaction:HMR_2344
MAR02345	1 MAM02039@c + 1 MAM02555@c + 1 MAM03014@c --> 1 MAM00018@c + 1 MAM02554@c	MAR02345		1.3.1.93		vmhreaction:HMR_2345
MAR02346	1 MAM01831@e <==> 1 MAM01831@c	MAR02346		4.2.1.1		biggR:r1421;mnx:MNXR99238;vmhreaction:r1421
MAR02347	1 MAM00116@c + 1 MAM02039@c + 1 MAM02444@c --> 1 MAM00852@c + 1 MAM01596@c + 1 MAM01597@c	MAR02347		2.3.1.199		vmhreaction:HMR_2347
MAR02348	1 MAM00852@c + 1 MAM02039@c + 1 MAM02555@c --> 1 MAM00707@c + 1 MAM02554@c	MAR02348		1.1.1.330		vmhreaction:HMR_2348
MAR02349	1 MAM00707@c --> 1 MAM02040@c + 1 MAM03018@c	MAR02349		4.2.1.134		vmhreaction:HMR_2349
MAR02350	1 MAM02039@c + 1 MAM02555@c + 1 MAM03018@c --> 1 MAM01236@c + 1 MAM02554@c	MAR02350		1.3.1.93		vmhreaction:HMR_2350
MAR02351	1 MAM02751@c --> 1 MAM02751@e	MAR02351		4.2.1.1		biggR:PIt;mnx:MNXR102871;rheaR:32823;rheaR:32824;vmhreaction:r1423
MAR02352	1 MAM01637@m + 1 MAM02040@m + 1 MAM02666@m --> 1 MAM01285@m + 1 MAM02990@m	MAR02352		1.17.4.1		vmhreaction:r1431
MAR02353	1 MAM01236@c + 1 MAM02039@c + 1 MAM02444@c --> 1 MAM00839@c + 1 MAM01596@c + 1 MAM01597@c	MAR02353		2.3.1.199		vmhreaction:HMR_2353
MAR02354	1 MAM00839@c + 1 MAM02039@c + 1 MAM02555@c --> 1 MAM00699@c + 1 MAM02554@c	MAR02354		1.1.1.330		vmhreaction:HMR_2354
MAR02355	1 MAM00699@c --> 1 MAM02040@c + 1 MAM03011@c	MAR02355		4.2.1.134		vmhreaction:HMR_2355
MAR02356	1 MAM02039@c + 1 MAM02555@c + 1 MAM03011@c --> 1 MAM00006@c + 1 MAM02554@c	MAR02356		1.3.1.93		vmhreaction:HMR_2356
MAR02357	1 MAM01680@m + 1 MAM02040@m + 1 MAM02666@m --> 1 MAM01948@m + 1 MAM02990@m	MAR02357		1.17.4.1		vmhreaction:r1432
MAR02358	1 MAM02554@m + 1 MAM02990@m --> 1 MAM02039@m + 1 MAM02555@m + 1 MAM02666@m	MAR02358		1.8.1.9		vmhreaction:r1433
MAR02359	1 MAM02039@c + 1 MAM02555@c + 1 MAM02630@c + 1 MAM02647@c --> 1 MAM00106@c + 2 MAM02040@c + 1 MAM02554@c	MAR02359		1.14.19.-		vmhreaction:HMR_2359
MAR02360	1 MAM02990@c --> 1 MAM02990@m	MAR02360		3.4.19.9		biggR:r1441;mnx:MNXR104924;vmhreaction:r1441
MAR02361	1 MAM00106@c + 1 MAM02039@c + 1 MAM02444@c --> 1 MAM00871@c + 1 MAM01596@c + 1 MAM01597@c	MAR02361		2.3.1.199		vmhreaction:HMR_2361
MAR02362	1 MAM00871@c + 1 MAM02039@c + 1 MAM02555@c --> 1 MAM00704@c + 1 MAM02554@c	MAR02362		1.1.1.330		vmhreaction:HMR_2362
MAR02363	1 MAM00704@c --> 1 MAM02040@c + 1 MAM03017@c	MAR02363		4.2.1.134		vmhreaction:HMR_2363
MAR02364	1 MAM02039@c + 1 MAM02555@c + 1 MAM03017@c --> 1 MAM00123@c + 1 MAM02554@c	MAR02364		1.3.1.93		vmhreaction:HMR_2364
MAR02365	1 MAM00123@c + 1 MAM02039@c + 1 MAM02555@c + 1 MAM02630@c --> 1 MAM00101@c + 2 MAM02040@c + 1 MAM02554@c	MAR02365		1.14.19.-		vmhreaction:HMR_2365
MAR02366	1 MAM01412@m + 1 MAM03103@m --> 1 MAM01622@m + 1 MAM03102@m	MAR02366		1.3.3.6		biggR:r1446;vmhreaction:r1446
MAR02367	1 MAM02345@m + 1 MAM03103@m --> 1 MAM00042@m + 1 MAM03102@m	MAR02367		1.3.3.6		biggR:r1447;vmhreaction:r1447
MAR02368	1 MAM02039@c + 1 MAM02391@c + 1 MAM02555@c + 1 MAM02630@c --> 1 MAM01934@c + 2 MAM02040@c + 1 MAM02554@c	MAR02368		1.14.19.3		biggR:HMR_2368;keggR:R03814;mnx:MNXR108447;vmhreaction:HMR_2368
MAR02369	1 MAM02644@m + 1 MAM03103@m --> 1 MAM00059@m + 1 MAM03102@m	MAR02369		1.3.3.6		biggR:r1448;vmhreaction:r1448
MAR02370	1 MAM02495@m + 1 MAM03103@m --> 1 MAM00066@m + 1 MAM03102@m	MAR02370		1.3.3.6		biggR:r1449;vmhreaction:r1449
MAR02371	1 MAM01934@c + 1 MAM02039@c + 1 MAM02444@c --> 1 MAM00859@c + 1 MAM01596@c + 1 MAM01597@c	MAR02371		2.3.1.199		mnx:MNXR103788;vmhreaction:RE3103C
MAR02372	1 MAM02122@m + 1 MAM03103@m --> 1 MAM00053@m + 1 MAM03102@m	MAR02372		1.3.3.6		biggR:r1450;vmhreaction:r1450
MAR02373	1 MAM01650@m + 1 MAM03103@m --> 1 MAM00039@m + 1 MAM03102@m	MAR02373		1.3.3.6		biggR:r1451;vmhreaction:r1451
MAR02374	1 MAM00859@c + 1 MAM02039@c + 1 MAM02555@c --> 1 MAM00710@c + 1 MAM02554@c	MAR02374				vmhreaction:HMR_2374
MAR02375	1 MAM01934@r + 4 MAM02039@r + 2 MAM02444@r + 2 MAM02555@r + 2 MAM02630@r --> 4 MAM01596@r + 2 MAM01597@r + 1 MAM01697@r + 2 MAM02040@r + 2 MAM02554@r	MAR02375		2.3.1.86		biggR:r1466;mnx:MNXR105476;vmhreaction:r1466
MAR02376	1 MAM00710@c --> 1 MAM02040@c + 1 MAM03029@c	MAR02376				vmhreaction:HMR_2376
MAR02377	1 MAM02647@c <==> 1 MAM02647@m	MAR02377		2.3.1.86		biggR:r1467;mnx:MNXR102156;vmhreaction:r1467
MAR02378	1 MAM02039@c + 1 MAM02555@c + 1 MAM03029@c --> 1 MAM01697@c + 1 MAM02554@c	MAR02378		1.3.1.93		mnx:MNXR103789;vmhreaction:RE3104C
MAR02379	1 MAM02677@c <==> 1 MAM02677@m	MAR02379		2.3.1.86		biggR:r1468;mnx:MNXR105477;vmhreaction:r1468
MAR02380	1 MAM01697@c + 1 MAM02039@c + 1 MAM02555@c + 1 MAM02630@c --> 1 MAM01364@c + 2 MAM02040@c + 1 MAM02554@c	MAR02380		1.14.19.-		biggR:HMR_2380;vmhreaction:HMR_2380
MAR02381	1 MAM00893@m + 1 MAM01597@m --> 1 MAM01261@m + 1 MAM02677@m	MAR02381		2.3.1.86		biggR:r1481;vmhreaction:r1481
MAR02382	1 MAM02026@c --> 1 MAM02026@e	MAR02382		1.8.1.9		biggR:GTHRDt2;mnx:MNXR100449;vmhreaction:r1493
MAR02383	1 MAM01364@c + 1 MAM02039@c + 1 MAM02444@c --> 1 MAM00864@c + 1 MAM01596@c + 1 MAM01597@c	MAR02383		2.3.1.199		mnx:MNXR103807;mnx:MNXR119827;reactomeR:R-HSA-548800;vmhreaction:RE3151C
MAR02384	2 MAM02519@e + 1 MAM03318@e --> 2 MAM02519@c + 1 MAM03318@c	MAR02384				biggR:r1495;mnx:MNXR105478;vmhreaction:r1495
MAR02385	1 MAM01371@c + 1 MAM02040@c + 1 MAM03393@c --> 1 MAM01285@c + 1 MAM02039@c + 1 MAM02751@c + 1 MAM03393@e	MAR02385		1.3.1.27		biggR:r1526;mnx:MNXR105497;vmhreaction:r1526
MAR02386	1 MAM01371@c + 1 MAM01648@c + 1 MAM02040@c --> 1 MAM01285@c + 1 MAM01648@e + 1 MAM02039@c + 1 MAM02751@c	MAR02386		1.3.1.27		biggR:r1527;mnx:MNXR105498;vmhreaction:r1527
MAR02387	1 MAM00864@c + 1 MAM02039@c + 1 MAM02555@c --> 1 MAM00714@c + 1 MAM02554@c	MAR02387		1.1.1.330		mnx:MNXR103808;vmhreaction:RE3152C
