#SOLVER	GUROBI
#METHOD	
#TOLERANCE	1e-08
#GROWTH	0	MAR13082
#GROWTH_SUB	0	MAR13082
BIOMASS_EXT	b
MAR00001	A
MAR00002	A
MAR00003	A
MAR00004	A
MAR00005	A
MAR00006	A
MAR00007	A
MAR00008	A
MAR00009	A
MAR00010	A
MAR00011	A
MAR00012	A
MAR00013	A
MAR00014	A
MAR00015	A
MAR00016	A
MAR00017	A
MAR00018	A
MAR00019	A
MAR00020	A
MAR00021	b
MAR00022	b
MAR00023	b
MAR00024	B
MAR00025	A
MAR00026	B
MAR00027	B
MAR00028	B
MAR00029	B
MAR00030	A
MAR00031	A
MAR00032	A
MAR00033	b
MAR00034	b
MAR00035	A
MAR00036	A
MAR00037	A
MAR00038	A
MAR00039	A
MAR00040	A
MAR00041	A
MAR00042	B
MAR00043	B
MAR00044	B
MAR00045	A
MAR00046	B
MAR00047	A
MAR00048	A
MAR00049	B
MAR00050	A
MAR00051	B
MAR00052	A
MAR00053	A
MAR00054	A
MAR00055	B
MAR00056	A
MAR00057	A
MAR00058	A
MAR00059	A
MAR00060	A
MAR00061	A
MAR00062	B
MAR00063	A
MAR00064	A
MAR00065	A
MAR00066	A
MAR00067	A
MAR00068	B
MAR00069	A
MAR00070	B
MAR00071	B
MAR00072	A
MAR00073	A
MAR00074	A
MAR00075	A
MAR00076	A
MAR00077	A
MAR00078	A
MAR00079	A
MAR00080	A
MAR00081	A
MAR00082	A
MAR00083	A
MAR00084	A
MAR00085	A
MAR00086	A
MAR00087	A
MAR00088	B
MAR00089	A
MAR00090	A
MAR00091	A
MAR00092	A
MAR00093	B
MAR00094	A
MAR00095	A
MAR00096	A
MAR00097	A
MAR00098	B
MAR00099	A
MAR00100	A
MAR00101	A
MAR00102	A
MAR00103	A
MAR00104	A
MAR00105	A
MAR00106	A
MAR00107	A
MAR00108	A
MAR00109	A
MAR00110	A
MAR00111	A
MAR00112	A
MAR00113	A
MAR00114	A
MAR00115	A
MAR00116	A
MAR00117	A
MAR00118	A
MAR00119	A
MAR00120	A
MAR00121	A
MAR00122	A
MAR00123	A
MAR00124	A
MAR00125	A
MAR00126	A
MAR00127	A
MAR00128	A
MAR00129	b
MAR00130	B
MAR00131	A
MAR00132	A
MAR00133	A
MAR00134	A
MAR00135	A
MAR00136	A
MAR00137	A
MAR00138	A
MAR00139	A
MAR00140	B
MAR00141	A
MAR00142	A
MAR00143	A
MAR00144	A
MAR00145	A
MAR00146	A
MAR00147	A
MAR00148	A
MAR00149	A
MAR00150	A
MAR00151	A
MAR00152	A
MAR00153	A
MAR00154	A
MAR00155	A
MAR00156	A
MAR00157	A
MAR00158	A
MAR00159	A
MAR00160	A
MAR00161	A
MAR00162	A
MAR00163	A
MAR00164	A
MAR00165	A
MAR00166	A
MAR00167	A
MAR00168	A
MAR00169	A
MAR00170	A
MAR00171	A
MAR00172	A
MAR00173	A
MAR00174	A
MAR00175	A
MAR00176	A
MAR00177	A
MAR00178	A
MAR00179	A
MAR00180	A
MAR00181	A
MAR00182	A
MAR00183	A
MAR00184	A
MAR00185	A
MAR00186	A
MAR00187	A
MAR00188	A
MAR00189	A
MAR00190	A
MAR00191	A
MAR00192	A
MAR00193	A
MAR00194	A
MAR00195	A
MAR00196	A
MAR00197	A
MAR00198	A
MAR00199	A
MAR00200	A
MAR00201	A
MAR00202	A
MAR00203	A
MAR00204	A
MAR00205	A
MAR00206	A
MAR00207	A
MAR00208	A
MAR00209	A
MAR00210	A
MAR00211	A
MAR00212	A
MAR00213	A
MAR00214	A
MAR00215	A
MAR00216	A
MAR00217	A
MAR00218	A
MAR00219	A
MAR00220	A
MAR00221	A
MAR00222	A
MAR00223	A
MAR00224	A
MAR00225	A
MAR00226	A
MAR00227	A
MAR00228	A
MAR00229	A
MAR00230	A
MAR00231	A
MAR00232	A
MAR00233	A
MAR00234	A
MAR00235	A
MAR00236	A
MAR00237	A
MAR00238	A
MAR00239	A
MAR00240	A
MAR00241	A
MAR00242	A
MAR00243	A
MAR00244	A
MAR00245	A
MAR00246	A
MAR00247	A
MAR00248	A
MAR00249	A
MAR00250	A
MAR00251	A
MAR00252	A
MAR00253	A
MAR00254	A
MAR00255	A
MAR00256	A
MAR00257	A
MAR00258	A
MAR00259	A
MAR00260	A
MAR00261	A
