#MetaNetX/TSV/stoichiometries.tsv 1.1
#ID	description	xrefs	gene_names
mnxr01c19	MNXM01@MNXC19	-1	MNXM01	MNXC19
mnxr01c19	MNXM1@MNXC19	1	MNXM1	MNXC19
mnxr01c2	MNXM01@MNXC2	-1	MNXM01	MNXC2
mnxr01c2	MNXM1@MNXC2	1	MNXM1	MNXC2
mnxr01c3	MNXM01@MNXC3	-1	MNXM01	MNXC3
mnxr01c3	MNXM1@MNXC3	1	MNXM1	MNXC3
mnxr02c2b	MNXM1@BOUNDARY	1	MNXM1	BOUNDARY
mnxr02c2b	MNXM1@MNXC2	-1	MNXM1	MNXC2
mnxr03c2c19	MNXM01@MNXC19	-1	MNXM01	MNXC19
mnxr03c2c19	MNXM01@MNXC2	1	MNXM01	MNXC2
mnxr100018c19c3	MNXM1233@MNXC19	-1	MNXM1233	MNXC19
mnxr100018c19c3	MNXM23@MNXC3	1	MNXM23	MNXC3
mnxr100018c19c3	MNXM731248@MNXC3	1	MNXM731248	MNXC3
mnxr100018c19c3	MNXM73@MNXC3	-1	MNXM73	MNXC3
mnxr100019c2b	MNXM1233@BOUNDARY	1	MNXM1233	BOUNDARY
mnxr100019c2b	MNXM1233@MNXC2	-1	MNXM1233	MNXC2
mnxr100019c2c19	MNXM1233@MNXC19	-1	MNXM1233	MNXC19
mnxr100019c2c19	MNXM1233@MNXC2	1	MNXM1233	MNXC2
mnxr100024c3	MNXM1@MNXC3	-1	MNXM1	MNXC3
mnxr100024c3	MNXM37@MNXC3	-1	MNXM37	MNXC3
mnxr100024c3	MNXM3@MNXC3	1	MNXM3	MNXC3
mnxr100024c3	MNXM40333@MNXC3	-1	MNXM40333	MNXC3
mnxr100024c3	MNXM729302@MNXC3	1	MNXM729302	MNXC3
mnxr100024c3	MNXM741173@MNXC3	1	MNXM741173	MNXC3
mnxr100024c3	MNXM9@MNXC3	-1	MNXM9	MNXC3
mnxr100030c19	MNXM37@MNXC19	-1	MNXM37	MNXC19
mnxr100030c19	MNXM729302@MNXC19	1	MNXM729302	MNXC19
mnxr100030c19	MNXM741173@MNXC19	1	MNXM741173	MNXC19
mnxr100030c19	WATER@MNXC19	-1	WATER	MNXC19
mnxr100030c3	MNXM37@MNXC3	-1	MNXM37	MNXC3
mnxr100030c3	MNXM729302@MNXC3	1	MNXM729302	MNXC3
mnxr100030c3	MNXM741173@MNXC3	1	MNXM741173	MNXC3
mnxr100030c3	WATER@MNXC3	-1	WATER	MNXC3
mnxr100060c3	MNXM10@MNXC3	-1	MNXM10	MNXC3
mnxr100060c3	MNXM1@MNXC3	-2	MNXM1	MNXC3
mnxr100060c3	MNXM222@MNXC3	-1	MNXM222	MNXC3
mnxr100060c3	MNXM734590@MNXC3	1	MNXM734590	MNXC3
mnxr100060c3	MNXM8@MNXC3	1	MNXM8	MNXC3
mnxr100060c3	WATER@MNXC3	1	WATER	MNXC3
mnxr100074c3	MNXM1@MNXC3	-1	MNXM1	MNXC3
mnxr100074c3	MNXM3@MNXC3	1	MNXM3	MNXC3
mnxr100074c3	MNXM40333@MNXC3	-1	MNXM40333	MNXC3
mnxr100074c3	MNXM735669@MNXC3	-1	MNXM735669	MNXC3
mnxr100074c3	MNXM738068@MNXC3	1	MNXM738068	MNXC3
mnxr100074c3	MNXM741173@MNXC3	1	MNXM741173	MNXC3
mnxr100074c3	MNXM9@MNXC3	-1	MNXM9	MNXC3
mnxr100086c3	MNXM1@MNXC3	-1	MNXM1	MNXC3
mnxr100086c3	MNXM20@MNXC3	-1	MNXM20	MNXC3
mnxr100086c3	MNXM5@MNXC3	1	MNXM5	MNXC3
mnxr100086c3	MNXM729302@MNXC3	-1	MNXM729302	MNXC3
mnxr100086c3	MNXM738702@MNXC3	-1	MNXM738702	MNXC3
mnxr100086c3	MNXM741173@MNXC3	1	MNXM741173	MNXC3
mnxr100086c3	WATER@MNXC3	1	WATER	MNXC3
mnxr100098c3	MNXM1@MNXC3	-1	MNXM1	MNXC3
mnxr100098c3	MNXM490899@MNXC3	2	MNXM490899	MNXC3
mnxr100098c3	MNXM5@MNXC3	1	MNXM5	MNXC3
mnxr100098c3	MNXM729383@MNXC3	-1	MNXM729383	MNXC3
mnxr100098c3	MNXM738702@MNXC3	-1	MNXM738702	MNXC3
mnxr100099c3	MNXM1189@MNXC3	-1	MNXM1189	MNXC3
mnxr100099c3	MNXM1561@MNXC3	1	MNXM1561	MNXC3
mnxr100099c3	MNXM1@MNXC3	-1	MNXM1	MNXC3
mnxr100099c3	MNXM9@MNXC3	-1	MNXM9	MNXC3
