#MetaNetX/TSV/reactions.tsv 1.1
#ID	equation	source	mnxr_ID	classifs	pathways	xrefs
mnxr102303c4	1 MNXM10@MNXC4 + 1 MNXM1105060@MNXC4 + 2 MNXM1@MNXC4 --> 1 MNXM114@MNXC4 + 1 MNXM8@MNXC4	MAR03837	MNXR102303	1.5.1.2;1.5.99.8		rheaR:14105;bigg.reaction:P5CR2;bigg.reaction:P5CRx;bigg.reaction:P5CRxm;bigg.reaction:PRO1x;bigg.reaction:PRO1xm;bigg.reaction:R_P5CR2;bigg.reaction:R_P5CRx;bigg.reaction:R_P5CRxm;bigg.reaction:R_PRO1x;bigg.reaction:R_PRO1xm;biggR:P5CR2;biggR:P5CRx;biggR:P5CRxm;biggR:PRO1x;biggR:PRO1xm;biggR:R_P5CR2;biggR:R_P5CRx;biggR:R_P5CRxm;biggR:R_PRO1x;biggR:R_PRO1xm;kegg.reaction:R01248;keggR:R01248;rhea:14105;rhea:14106;rhea:14107;rhea:14108;rheaR:14106;rheaR:14107;rheaR:14108;sabiork.reaction:1468;sabiorkR:1468;seed.reaction:rxn00929;seed.reaction:rxn28115;seed.reaction:rxn38910;seedR:rxn00929;seedR:rxn28115;seedR:rxn38910
mnxr102312c3c4	1 MNXM473@MNXC3 <==> 1 MNXM473@MNXC4	MAR11296	MNXR102312			seedR:rxn09061;bigg.reaction:EX_pacald_e;bigg.reaction:PACALDt;bigg.reaction:PACALDtex;bigg.reaction:PACALDtm;bigg.reaction:R_EX_pacald_e;bigg.reaction:R_PACALDt;bigg.reaction:R_PACALDtex;bigg.reaction:R_PACALDtm;biggR:EX_pacald_e;biggR:PACALDt;biggR:PACALDtex;biggR:PACALDtm;biggR:R_EX_pacald_e;biggR:R_PACALDt;biggR:R_PACALDtex;biggR:R_PACALDtm;metacyc.reaction:TRANS-RXN0-284;metacycR:TRANS-RXN0-284;seed.reaction:rxn09061;seed.reaction:rxn13373;seed.reaction:rxn13374;seedR:rxn13373;seedR:rxn13374
mnxr102343c2	1 MNXM373@MNXC2 + 1 WATER@MNXC2 --> 1 MNXM727034@MNXC2 + 1 MNXM9@MNXC2	MAR08984	MNXR102343	3.1.3.-		keggR:R10748;bigg.reaction:PAN4PP;bigg.reaction:PAN4PPe;bigg.reaction:R_PAN4PP;bigg.reaction:R_PAN4PPe;biggR:PAN4PP;biggR:PAN4PPe;biggR:R_PAN4PP;biggR:R_PAN4PPe;kegg.reaction:R10748;seed.reaction:rxn40478;seedR:rxn40478
mnxr102343c3	1 MNXM373@MNXC3 + 1 WATER@MNXC3 --> 1 MNXM727034@MNXC3 + 1 MNXM9@MNXC3	MAR08792	MNXR102343	3.1.3.-		keggR:R10748;bigg.reaction:PAN4PP;bigg.reaction:PAN4PPe;bigg.reaction:R_PAN4PP;bigg.reaction:R_PAN4PPe;biggR:PAN4PP;biggR:PAN4PPe;biggR:R_PAN4PP;biggR:R_PAN4PPe;kegg.reaction:R10748;seed.reaction:rxn40478;seedR:rxn40478
mnxr102344c2b	1 MNXM373@MNXC2 <==> 1 MNXM373@BOUNDARY	MAR08964	MNXR102344			seedR:rxn09729;bigg.reaction:EX_pan4p_e;bigg.reaction:PAN4Ptm;bigg.reaction:R_EX_pan4p_e;bigg.reaction:R_PAN4Ptm;biggR:EX_pan4p_e;biggR:PAN4Ptm;biggR:R_EX_pan4p_e;biggR:R_PAN4Ptm;seed.reaction:rxn09729;seed.reaction:rxn32546;seedR:rxn32546
mnxr102391c4	1 MNXM1@MNXC4 + 1 MNXM40333@MNXC4 + 1 MNXM46@MNXC4 + 1 MNXM9@MNXC4 <-- 1 MNXM23@MNXC4 + 1 MNXM3@MNXC4 + 1 MNXM60@MNXC4	MAR04143	MNXR102391	6.4.1.1		rheaR:20844;bigg.reaction:PC;bigg.reaction:PCm;bigg.reaction:PYC_h;bigg.reaction:R_PC;bigg.reaction:R_PCm;bigg.reaction:R_PYC_h;biggR:PC;biggR:PCm;biggR:PYC_h;biggR:R_PC;biggR:R_PCm;biggR:R_PYC_h;kegg.reaction:R00344;keggR:R00344;metacyc.reaction:PYRUVATE-CARBOXYLASE-RXN;metacycR:PYRUVATE-CARBOXYLASE-RXN;rhea:20844;rhea:20845;rhea:20846;rhea:20847;rheaR:20845;rheaR:20846;rheaR:20847;sabiork.reaction:105;sabiorkR:105;seed.reaction:rxn00250;seed.reaction:rxn28116;seedR:rxn00250;seedR:rxn28116
mnxr102417c2b	1 MNXM90130@MNXC2 <==> 1 MNXM90130@BOUNDARY	MAR11349	MNXR102417			biggR:DM_pcreat_c;bigg.reaction:DM_pcreat_c;bigg.reaction:EX_pcreat_e;bigg.reaction:PCREATte;bigg.reaction:PCREATtmdiffir;bigg.reaction:R_DM_pcreat_c;bigg.reaction:R_EX_pcreat_e;bigg.reaction:R_PCREATte;bigg.reaction:R_PCREATtmdiffir;biggR:EX_pcreat_e;biggR:PCREATte;biggR:PCREATtmdiffir;biggR:R_DM_pcreat_c;biggR:R_EX_pcreat_e;biggR:R_PCREATte;biggR:R_PCREATtmdiffir
mnxr102417c2c3	1 MNXM90130@MNXC2 <==> 1 MNXM90130@MNXC3	MAR09927	MNXR102417			biggR:DM_pcreat_c;bigg.reaction:DM_pcreat_c;bigg.reaction:EX_pcreat_e;bigg.reaction:PCREATte;bigg.reaction:PCREATtmdiffir;bigg.reaction:R_DM_pcreat_c;bigg.reaction:R_EX_pcreat_e;bigg.reaction:R_PCREATte;bigg.reaction:R_PCREATtmdiffir;biggR:EX_pcreat_e;biggR:PCREATte;biggR:PCREATtmdiffir;biggR:R_DM_pcreat_c;biggR:R_EX_pcreat_e;biggR:R_PCREATte;biggR:R_PCREATtmdiffir
mnxr102417c3c4	1 MNXM90130@MNXC3 <-- 1 MNXM90130@MNXC4	MAR08430	MNXR102417			biggR:DM_pcreat_c;bigg.reaction:DM_pcreat_c;bigg.reaction:EX_pcreat_e;bigg.reaction:PCREATte;bigg.reaction:PCREATtmdiffir;bigg.reaction:R_DM_pcreat_c;bigg.reaction:R_EX_pcreat_e;bigg.reaction:R_PCREATte;bigg.reaction:R_PCREATtmdiffir;biggR:EX_pcreat_e;biggR:PCREATte;biggR:PCREATtmdiffir;biggR:R_DM_pcreat_c;biggR:R_EX_pcreat_e;biggR:R_PCREATte;biggR:R_PCREATtmdiffir
mnxr102418c2b	1 MNXM1105887@MNXC2 <==> 1 MNXM1105887@BOUNDARY	MAR09921	MNXR102418			biggR:EX_pcrn_e;bigg.reaction:EX_pcrn_e;bigg.reaction:HC02149td;bigg.reaction:PCRNtc;bigg.reaction:PCRNtm;bigg.reaction:R_EX_pcrn_e;bigg.reaction:R_HC02149td;bigg.reaction:R_PCRNtc;bigg.reaction:R_PCRNtm;biggR:HC02149td;biggR:PCRNtc;biggR:PCRNtm;biggR:R_EX_pcrn_e;biggR:R_HC02149td;biggR:R_PCRNtc;biggR:R_PCRNtm
mnxr102418c2c3	1 MNXM1105887@MNXC2 <==> 1 MNXM1105887@MNXC3	MAR10367	MNXR102418			biggR:EX_pcrn_e;bigg.reaction:EX_pcrn_e;bigg.reaction:HC02149td;bigg.reaction:PCRNtc;bigg.reaction:PCRNtm;bigg.reaction:R_EX_pcrn_e;bigg.reaction:R_HC02149td;bigg.reaction:R_PCRNtc;bigg.reaction:R_PCRNtm;biggR:HC02149td;biggR:PCRNtc;biggR:PCRNtm;biggR:R_EX_pcrn_e;biggR:R_HC02149td;biggR:R_PCRNtc;biggR:R_PCRNtm
mnxr102418c3c13	1 MNXM1105887@MNXC13 --> 1 MNXM1105887@MNXC3	MAR01587	MNXR102418			biggR:EX_pcrn_e;bigg.reaction:EX_pcrn_e;bigg.reaction:HC02149td;bigg.reaction:PCRNtc;bigg.reaction:PCRNtm;bigg.reaction:R_EX_pcrn_e;bigg.reaction:R_HC02149td;bigg.reaction:R_PCRNtc;bigg.reaction:R_PCRNtm;biggR:HC02149td;biggR:PCRNtc;biggR:PCRNtm;biggR:R_EX_pcrn_e;biggR:R_HC02149td;biggR:R_PCRNtc;biggR:R_PCRNtm
mnxr102418c3c4	1 MNXM1105887@MNXC3 <==> 1 MNXM1105887@MNXC4	MAR01588	MNXR102418			biggR:EX_pcrn_e;bigg.reaction:EX_pcrn_e;bigg.reaction:HC02149td;bigg.reaction:PCRNtc;bigg.reaction:PCRNtm;bigg.reaction:R_EX_pcrn_e;bigg.reaction:R_HC02149td;bigg.reaction:R_PCRNtc;bigg.reaction:R_PCRNtm;biggR:HC02149td;biggR:PCRNtc;biggR:PCRNtm;biggR:R_EX_pcrn_e;biggR:R_HC02149td;biggR:R_PCRNtc;biggR:R_PCRNtm
mnxr102428c3	1 MNXM13@MNXC3 + 1 MNXM1705@MNXC3 <-- 1 MNXM1@MNXC3 + 1 MNXM23@MNXC3 + 1 MNXM256@MNXC3	MAR08746	MNXR102428	1.2.4.1;2.2.1.6;4.1.1.1		keggR:R00014;bigg.reaction:ACLSa;bigg.reaction:PDHam1hi;bigg.reaction:PDHam1m;bigg.reaction:PDHam1mi;bigg.reaction:R_ACLSa;bigg.reaction:R_PDHam1hi;bigg.reaction:R_PDHam1m;bigg.reaction:R_PDHam1mi;biggR:ACLSa;biggR:PDHam1hi;biggR:PDHam1m;biggR:PDHam1mi;biggR:R_ACLSa;biggR:R_PDHam1hi;biggR:R_PDHam1m;biggR:R_PDHam1mi;kegg.reaction:R00014;metacyc.reaction:RXN-12583;metacycR:RXN-12583;sabiork.reaction:6479;sabiorkR:6479;seed.reaction:rxn00011;seed.reaction:rxn31360;seed.reaction:rxn31361;seedR:rxn00011;seedR:rxn31360;seedR:rxn31361
mnxr102438c3	1 MNXM161@MNXC3 + 1 MNXM732620@MNXC3 <-- 1 MNXM454@MNXC3 + 1 MNXM735438@MNXC3	MAR04067	MNXR102438	1.4.3.5		rheaR:15149;bigg.reaction:PDX5POi;bigg.reaction:R_PDX5POi;biggR:PDX5POi;biggR:R_PDX5POi;kegg.reaction:R00278;keggR:R00278;metacyc.reaction:PNPOXI-RXN;metacycR:PNPOXI-RXN;rhea:15149;rhea:15150;rhea:15151;rhea:15152;rheaR:15150;rheaR:15151;rheaR:15152;sabiork.reaction:778;sabiorkR:778;seed.reaction:rxn00209;seed.reaction:rxn38693;seedR:rxn00209;seedR:rxn38693
mnxr102440c3	1 MNXM419@MNXC3 + 1 MNXM9@MNXC3 <-- 1 MNXM454@MNXC3 + 1 WATER@MNXC3	MAR08725	MNXR102440	3.1.3.74		rheaR:25112;bigg.reaction:PDXPP;bigg.reaction:R_PDXPP;biggR:PDXPP;biggR:R_PDXPP;kegg.reaction:R01911;keggR:R01911;metacyc.reaction:RXN-14181;metacycR:RXN-14181;rhea:25112;rhea:25113;rhea:25114;rhea:25115;rheaR:25113;rheaR:25114;rheaR:25115;sabiork.reaction:1965;sabiorkR:1965;seed.reaction:rxn01398;seed.reaction:rxn33691;seedR:rxn01398;seedR:rxn33691
mnxr102461c3	1 MNXM473@MNXC3 + 1 MNXM729302@MNXC3 + 1 MNXM732620@MNXC3 <-- 1 MNXM660@MNXC3 + 1 MNXM735438@MNXC3 + 1 WATER@MNXC3	MAR04682	MNXR102461	1.4.3.21;1.4.3.22;1.4.3.4;1.4.3.6		rheaR:25265;bigg.reaction:PEAMNO;bigg.reaction:PEAMNOpp;bigg.reaction:R_PEAMNO;bigg.reaction:R_PEAMNOpp;biggR:PEAMNO;biggR:PEAMNOpp;biggR:R_PEAMNO;biggR:R_PEAMNOpp;kegg.reaction:R02613;keggR:R02613;metacyc.reaction:AMINEPHEN-RXN;metacyc.reaction:RXN-10817;metacycR:AMINEPHEN-RXN;metacycR:RXN-10817;rhea:25265;rhea:25266;rhea:25267;rhea:25268;rheaR:25266;rheaR:25267;rheaR:25268;sabiork.reaction:2518;sabiorkR:2518;seed.reaction:rxn01903;seed.reaction:rxn19157;seed.reaction:rxn29966;seed.reaction:rxn30220;seedR:rxn01903;seedR:rxn19157;seedR:rxn29966;seedR:rxn30220
mnxr102465c11	1 MNXM1104762@MNXC11 + 1 MNXM11@MNXC11 + 1 MNXM728294@MNXC11 <-- 1 MNXM1106115@MNXC11 + 3 MNXM1@MNXC11 + 1 MNXM3@MNXC11 + 1 MNXM727276@MNXC11	MAR01591	MNXR102465			biggR:PECGONCOATr;bigg.reaction:PECGONCOATr;bigg.reaction:R_PECGONCOATr;biggR:R_PECGONCOATr
mnxr102477c3c2	1 MNXM115@MNXC2 + 1 MNXM3@MNXC3 + 1 WATER@MNXC3 --> 1 MNXM115@MNXC3 + 1 MNXM1@MNXC3 + 1 MNXM40333@MNXC3 + 1 MNXM9@MNXC3	MAR01594	MNXR102477			biggR:PEFLIP;bigg.reaction:PEFLIP;bigg.reaction:R_PEFLIP;biggR:R_PEFLIP
mnxr102479c2c3	1 MNXM115@MNXC2 + 1 MNXM1@MNXC3 + 1 MNXM40333@MNXC3 + 1 MNXM9@MNXC3 <-- 1 MNXM115@MNXC3 + 1 MNXM3@MNXC3 + 1 WATER@MNXC3	MAR00469	MNXR102479			biggR:HMR_0469;bigg.reaction:HMR_0469;bigg.reaction:PEFLIPm;bigg.reaction:R_HMR_0469;bigg.reaction:R_PEFLIPm;biggR:PEFLIPm;biggR:R_HMR_0469;biggR:R_PEFLIPm
mnxr102479c4c3	1 MNXM115@MNXC3 + 1 MNXM3@MNXC3 + 1 WATER@MNXC3 --> 1 MNXM115@MNXC4 + 1 MNXM1@MNXC3 + 1 MNXM40333@MNXC3 + 1 MNXM9@MNXC3	MAR01596	MNXR102479			biggR:HMR_0469;bigg.reaction:HMR_0469;bigg.reaction:PEFLIPm;bigg.reaction:R_HMR_0469;bigg.reaction:R_PEFLIPm;biggR:PEFLIPm;biggR:R_HMR_0469;biggR:R_PEFLIPm
mnxr102494c2b	1 MNXM73@MNXC2 <==> 1 MNXM73@BOUNDARY	MAR09858	MNXR102494			seedR:rxn27360;bigg.reaction:EX_pep_e;bigg.reaction:PEPt;bigg.reaction:PEPtex;bigg.reaction:R_EX_pep_e;bigg.reaction:R_PEPt;bigg.reaction:R_PEPtex;biggR:EX_pep_e;biggR:PEPt;biggR:PEPtex;biggR:R_EX_pep_e;biggR:R_PEPt;biggR:R_PEPtex;metacyc.reaction:TRANS-RXN-400;metacycR:TRANS-RXN-400;seed.reaction:rxn27360;seed.reaction:rxn33179;seed.reaction:rxn33183;seedR:rxn33179;seedR:rxn33183
mnxr102496c2b	1 MNXM731538@MNXC2 <==> 1 MNXM731538@BOUNDARY	MAR09390	MNXR102496			biggR:EX_perillyl_e;bigg.reaction:EX_perillyl_e;bigg.reaction:PERILLYLte;bigg.reaction:R_EX_perillyl_e;bigg.reaction:R_PERILLYLte;biggR:PERILLYLte;biggR:R_EX_perillyl_e;biggR:R_PERILLYLte
mnxr102496c2c3	1 MNXM731538@MNXC2 <==> 1 MNXM731538@MNXC3	MAR08599	MNXR102496			biggR:EX_perillyl_e;bigg.reaction:EX_perillyl_e;bigg.reaction:PERILLYLte;bigg.reaction:R_EX_perillyl_e;bigg.reaction:R_PERILLYLte;biggR:PERILLYLte;biggR:R_EX_perillyl_e;biggR:R_PERILLYLte
mnxr102497c13	3 MNXM10@MNXC13 + 1 MNXM1104266@MNXC13 + 1 MNXM1104447@MNXC13 + 2 MNXM1106156@MNXC13 + 2 MNXM732620@MNXC13 <-- 1 MNXM1103831@MNXC13 + 3 MNXM727276@MNXC13 + 2 MNXM735438@MNXC13 + 3 MNXM8@MNXC13 + 3 WATER@MNXC13	MAR01600	MNXR102497			biggR:PEROXx;bigg.reaction:PEROXx;bigg.reaction:R_PEROXx;biggR:R_PEROXx
mnxr102505c11c17	1 MNXM115@MNXC11 <-- 1 MNXM115@MNXC17	MAR05252	MNXR102505			seedR:rxn09704;bigg.reaction:DM_pe_hs_c;bigg.reaction:DM_pe_hs_r;bigg.reaction:EX_pe_hs_e;bigg.reaction:PEHSFABPe;bigg.reaction:PE_HSter;bigg.reaction:PE_HStg;bigg.reaction:PE_HStm;bigg.reaction:PEt;bigg.reaction:R_DM_pe_hs_c;bigg.reaction:R_DM_pe_hs_r;bigg.reaction:R_EX_pe_hs_e;bigg.reaction:R_PEHSFABPe;bigg.reaction:R_PE_HSter;bigg.reaction:R_PE_HStg;bigg.reaction:R_PE_HStm;bigg.reaction:R_PEt;biggR:DM_pe_hs_c;biggR:DM_pe_hs_r;biggR:EX_pe_hs_e;biggR:PEHSFABPe;biggR:PE_HSter;biggR:PE_HStg;biggR:PE_HStm;biggR:PEt;biggR:R_DM_pe_hs_c;biggR:R_DM_pe_hs_r;biggR:R_EX_pe_hs_e;biggR:R_PEHSFABPe;biggR:R_PE_HSter;biggR:R_PE_HStg;biggR:R_PE_HStm;biggR:R_PEt;seed.reaction:rxn09704;seed.reaction:rxn09725;seed.reaction:rxn09873;seedR:rxn09725;seedR:rxn09873
mnxr102505c2b	1 MNXM115@MNXC2 <==> 1 MNXM115@BOUNDARY	MAR00656	MNXR102505			seedR:rxn09704;bigg.reaction:DM_pe_hs_c;bigg.reaction:DM_pe_hs_r;bigg.reaction:EX_pe_hs_e;bigg.reaction:PEHSFABPe;bigg.reaction:PE_HSter;bigg.reaction:PE_HStg;bigg.reaction:PE_HStm;bigg.reaction:PEt;bigg.reaction:R_DM_pe_hs_c;bigg.reaction:R_DM_pe_hs_r;bigg.reaction:R_EX_pe_hs_e;bigg.reaction:R_PEHSFABPe;bigg.reaction:R_PE_HSter;bigg.reaction:R_PE_HStg;bigg.reaction:R_PE_HStm;bigg.reaction:R_PEt;biggR:DM_pe_hs_c;biggR:DM_pe_hs_r;biggR:EX_pe_hs_e;biggR:PEHSFABPe;biggR:PE_HSter;biggR:PE_HStg;biggR:PE_HStm;biggR:PEt;biggR:R_DM_pe_hs_c;biggR:R_DM_pe_hs_r;biggR:R_EX_pe_hs_e;biggR:R_PEHSFABPe;biggR:R_PE_HSter;biggR:R_PE_HStg;biggR:R_PE_HStm;biggR:R_PEt;seed.reaction:rxn09704;seed.reaction:rxn09725;seed.reaction:rxn09873;seedR:rxn09725;seedR:rxn09873
mnxr102505c2c3	1 MNXM115@MNXC2 <==> 1 MNXM115@MNXC3	MAR01601	MNXR102505			seedR:rxn09704;bigg.reaction:DM_pe_hs_c;bigg.reaction:DM_pe_hs_r;bigg.reaction:EX_pe_hs_e;bigg.reaction:PEHSFABPe;bigg.reaction:PE_HSter;bigg.reaction:PE_HStg;bigg.reaction:PE_HStm;bigg.reaction:PEt;bigg.reaction:R_DM_pe_hs_c;bigg.reaction:R_DM_pe_hs_r;bigg.reaction:R_EX_pe_hs_e;bigg.reaction:R_PEHSFABPe;bigg.reaction:R_PE_HSter;bigg.reaction:R_PE_HStg;bigg.reaction:R_PE_HStm;bigg.reaction:R_PEt;biggR:DM_pe_hs_c;biggR:DM_pe_hs_r;biggR:EX_pe_hs_e;biggR:PEHSFABPe;biggR:PE_HSter;biggR:PE_HStg;biggR:PE_HStm;biggR:PEt;biggR:R_DM_pe_hs_c;biggR:R_DM_pe_hs_r;biggR:R_EX_pe_hs_e;biggR:R_PEHSFABPe;biggR:R_PE_HSter;biggR:R_PE_HStg;biggR:R_PE_HStm;biggR:R_PEt;seed.reaction:rxn09704;seed.reaction:rxn09725;seed.reaction:rxn09873;seedR:rxn09725;seedR:rxn09873
mnxr102505c3c11	1 MNXM115@MNXC11 <==> 1 MNXM115@MNXC3	MAR00464;MAR07178	MNXR102505			seedR:rxn09704;bigg.reaction:DM_pe_hs_c;bigg.reaction:DM_pe_hs_r;bigg.reaction:EX_pe_hs_e;bigg.reaction:PEHSFABPe;bigg.reaction:PE_HSter;bigg.reaction:PE_HStg;bigg.reaction:PE_HStm;bigg.reaction:PEt;bigg.reaction:R_DM_pe_hs_c;bigg.reaction:R_DM_pe_hs_r;bigg.reaction:R_EX_pe_hs_e;bigg.reaction:R_PEHSFABPe;bigg.reaction:R_PE_HSter;bigg.reaction:R_PE_HStg;bigg.reaction:R_PE_HStm;bigg.reaction:R_PEt;biggR:DM_pe_hs_c;biggR:DM_pe_hs_r;biggR:EX_pe_hs_e;biggR:PEHSFABPe;biggR:PE_HSter;biggR:PE_HStg;biggR:PE_HStm;biggR:PEt;biggR:R_DM_pe_hs_c;biggR:R_DM_pe_hs_r;biggR:R_EX_pe_hs_e;biggR:R_PEHSFABPe;biggR:R_PE_HSter;biggR:R_PE_HStg;biggR:R_PE_HStm;biggR:R_PEt;seed.reaction:rxn09704;seed.reaction:rxn09725;seed.reaction:rxn09873;seedR:rxn09725;seedR:rxn09873
mnxr102505c3c15	1 MNXM115@MNXC15 <==> 1 MNXM115@MNXC3	MAR08527	MNXR102505			seedR:rxn09704;bigg.reaction:DM_pe_hs_c;bigg.reaction:DM_pe_hs_r;bigg.reaction:EX_pe_hs_e;bigg.reaction:PEHSFABPe;bigg.reaction:PE_HSter;bigg.reaction:PE_HStg;bigg.reaction:PE_HStm;bigg.reaction:PEt;bigg.reaction:R_DM_pe_hs_c;bigg.reaction:R_DM_pe_hs_r;bigg.reaction:R_EX_pe_hs_e;bigg.reaction:R_PEHSFABPe;bigg.reaction:R_PE_HSter;bigg.reaction:R_PE_HStg;bigg.reaction:R_PE_HStm;bigg.reaction:R_PEt;biggR:DM_pe_hs_c;biggR:DM_pe_hs_r;biggR:EX_pe_hs_e;biggR:PEHSFABPe;biggR:PE_HSter;biggR:PE_HStg;biggR:PE_HStm;biggR:PEt;biggR:R_DM_pe_hs_c;biggR:R_DM_pe_hs_r;biggR:R_EX_pe_hs_e;biggR:R_PEHSFABPe;biggR:R_PE_HSter;biggR:R_PE_HStg;biggR:R_PE_HStm;biggR:R_PEt;seed.reaction:rxn09704;seed.reaction:rxn09725;seed.reaction:rxn09873;seedR:rxn09725;seedR:rxn09873
mnxr102505c3c4	1 MNXM115@MNXC3 <==> 1 MNXM115@MNXC4	MAR08528	MNXR102505			seedR:rxn09704;bigg.reaction:DM_pe_hs_c;bigg.reaction:DM_pe_hs_r;bigg.reaction:EX_pe_hs_e;bigg.reaction:PEHSFABPe;bigg.reaction:PE_HSter;bigg.reaction:PE_HStg;bigg.reaction:PE_HStm;bigg.reaction:PEt;bigg.reaction:R_DM_pe_hs_c;bigg.reaction:R_DM_pe_hs_r;bigg.reaction:R_EX_pe_hs_e;bigg.reaction:R_PEHSFABPe;bigg.reaction:R_PE_HSter;bigg.reaction:R_PE_HStg;bigg.reaction:R_PE_HStm;bigg.reaction:R_PEt;biggR:DM_pe_hs_c;biggR:DM_pe_hs_r;biggR:EX_pe_hs_e;biggR:PEHSFABPe;biggR:PE_HSter;biggR:PE_HStg;biggR:PE_HStm;biggR:PEt;biggR:R_DM_pe_hs_c;biggR:R_DM_pe_hs_r;biggR:R_EX_pe_hs_e;biggR:R_PEHSFABPe;biggR:R_PE_HSter;biggR:R_PE_HStg;biggR:R_PE_HStm;biggR:R_PEt;seed.reaction:rxn09704;seed.reaction:rxn09725;seed.reaction:rxn09873;seedR:rxn09725;seedR:rxn09873
mnxr102527c3	1 MNXM10@MNXC3 + 1 MNXM1@MNXC3 + 1 MNXM541@MNXC3 <==> 1 MNXM727604@MNXC3 + 1 MNXM8@MNXC3	MAR03839	MNXR102527	1.1.1.95		rheaR:12641;bigg.reaction:PGCD;bigg.reaction:PGLYDH;bigg.reaction:R_PGCD;bigg.reaction:R_PGLYDH;bigg.reaction:R_SERA_m;bigg.reaction:SERA_m;biggR:PGCD;biggR:PGLYDH;biggR:R_PGCD;biggR:R_PGLYDH;biggR:R_SERA_m;biggR:SERA_m;kegg.reaction:R01513;keggR:R01513;metacyc.reaction:PGLYCDEHYDROG-RXN;metacycR:PGLYCDEHYDROG-RXN;rhea:12641;rhea:12642;rhea:12643;rhea:12644;rheaR:12642;rheaR:12643;rheaR:12644;sabiork.reaction:1684;sabiork.reaction:8970;sabiorkR:1684;sabiorkR:8970;seed.reaction:rxn01101;seed.reaction:rxn20523;seed.reaction:rxn28059;seed.reaction:rxn31801;seedR:rxn01101;seedR:rxn20523;seedR:rxn28059;seedR:rxn31801
mnxr102537c11	1 MNXM1197@MNXC11 <-- 1 MNXM730289@MNXC11	MAR01308	MNXR102537	5.3.99.4		rheaR:23580;bigg.reaction:PGISr;bigg.reaction:R_PGISr;biggR:PGISr;biggR:R_PGISr;kegg.reaction:R02267;keggR:R02267;metacyc.reaction:PROSTAGLANDIN-I-SYNTHASE-RXN;metacycR:PROSTAGLANDIN-I-SYNTHASE-RXN;rhea:23580;rhea:23581;rhea:23582;rhea:23583;rheaR:23581;rheaR:23582;rheaR:23583;sabiork.reaction:2234;sabiorkR:2234;seed.reaction:rxn01624;seedR:rxn01624
mnxr102543c3	1 MNXM2074@MNXC3 + 1 WATER@MNXC3 --> 1 MNXM222@MNXC3 + 1 MNXM9@MNXC3	MAR09558	MNXR102543	3.1.3.18;3.1.3.29;5.4.2.4		rheaR:14369;bigg.reaction:PGLYCP;bigg.reaction:PGLYCP_1;bigg.reaction:PGLYCPh;bigg.reaction:PGLYCPx;bigg.reaction:R_PGLYCP;bigg.reaction:R_PGLYCP_1;bigg.reaction:R_PGLYCPh;bigg.reaction:R_PGLYCPx;biggR:PGLYCP;biggR:PGLYCP_1;biggR:PGLYCPh;biggR:PGLYCPx;biggR:R_PGLYCP;biggR:R_PGLYCP_1;biggR:R_PGLYCPh;biggR:R_PGLYCPx;kegg.reaction:R01334;keggR:R01334;metacyc.reaction:GPH-RXN;metacycR:GPH-RXN;rhea:14369;rhea:14370;rhea:14371;rhea:14372;rheaR:14370;rheaR:14371;rheaR:14372;sabiork.reaction:433;sabiorkR:433;seed.reaction:rxn00980;seed.reaction:rxn19871;seed.reaction:rxn30689;seed.reaction:rxn34260;seed.reaction:rxn35247;seedR:rxn00980;seedR:rxn19871;seedR:rxn30689;seedR:rxn34260;seedR:rxn35247
mnxr102547c3	1 MNXM275@MNXC3 <==> 1 MNXM727604@MNXC3	MAR04365	MNXR102547	5.4.2.1;5.4.2.11;5.4.2.12		rheaR:15901;bigg.reaction:PGAM_h;bigg.reaction:PGM;bigg.reaction:PGMf;bigg.reaction:PGMm;bigg.reaction:R_PGAM_h;bigg.reaction:R_PGM;bigg.reaction:R_PGMf;bigg.reaction:R_PGMm;biggR:PGAM_h;biggR:PGM;biggR:PGMf;biggR:PGMm;biggR:R_PGAM_h;biggR:R_PGM;biggR:R_PGMf;biggR:R_PGMm;kegg.reaction:R01518;keggR:R01518;metacyc.reaction:3PGAREARR-RXN;metacyc.reaction:RXN-15513;metacycR:3PGAREARR-RXN;metacycR:RXN-15513;rhea:15901;rhea:15902;rhea:15903;rhea:15904;rheaR:15902;rheaR:15903;rheaR:15904;sabiork.reaction:7;sabiork.reaction:7641;sabiorkR:7;sabiorkR:7641;seed.reaction:rxn01106;seed.reaction:rxn18917;seed.reaction:rxn35234;seedR:rxn01106;seedR:rxn18917;seedR:rxn35234
mnxr102588c11	1 MNXM1107770@MNXC11 + 1 MNXM1@MNXC11 + 2 MNXM735438@MNXC11 + 1 MNXM738702@MNXC11 --> 1 MNXM5@MNXC11 + 1 MNXM730289@MNXC11 + 1 WATER@MNXC11	MAR08558	MNXR102588			biggR:PGS;bigg.reaction:PGS;bigg.reaction:PGSr;bigg.reaction:R_PGS;bigg.reaction:R_PGSr;biggR:PGSr;biggR:R_PGS;biggR:R_PGSr
mnxr102588c3	1 MNXM1107770@MNXC3 + 1 MNXM1@MNXC3 + 2 MNXM735438@MNXC3 + 1 MNXM738702@MNXC3 --> 1 MNXM5@MNXC3 + 1 MNXM730289@MNXC3 + 1 WATER@MNXC3	MAR08557	MNXR102588			biggR:PGS;bigg.reaction:PGS;bigg.reaction:PGSr;bigg.reaction:R_PGS;bigg.reaction:R_PGSr;biggR:PGSr;biggR:R_PGS;biggR:R_PGSr
