#MetaNetX/TSV/enzymes.tsv 1.1
#reac_ID	complex	LB	UB	direction
CAT	b1732;b3942	0	1000	LR
CAt6pp	b3196	-1000	1000	B
CBIAT	b1270	-1000	1000	B
CBItonex	b1252+b3005+b3006+b3966	0	1000	LR
CBIuabcpp	b0158+b1709+b1711	0	1000	LR
CBL1abcpp	b0158+b1709+b1711	0	1000	LR
CBL1tonex	b1252+b3005+b3006+b3966	0	1000	LR
CBLAT	b1270	-1000	1000	B
CBMD	s0001	0	1000	LR
CBMKr	b0521	-1000	1000	B
CBPS	b0032+b0033	0	1000	LR
CCGS	b0444	0	1000	LR
CD2abcpp	b3469	0	1000	LR
CD2t3pp	b0752;b3915	0	1000	LR
CD2tex	b0241;b0929;b1377;b2215	-1000	1000	B
CD2tpp	b3040	0	1000	LR
CDAPPA120	b3918	0	1000	LR
CDAPPA140	b3918	0	1000	LR
CDAPPA141	b3918	0	1000	LR
CDAPPA160	b3918	0	1000	LR
CDAPPA161	b3918	0	1000	LR
CDAPPA180	b3918	0	1000	LR
CDAPPA181	b3918	0	1000	LR
CDGR	b2794	0	1000	LR
CDGS		0	1000	LR
CDGUNPD	b0315;b1285;b1489;b2503;b3525	0	1000	LR
CDPMEK	b1208	0	1000	LR
CDPPH	b3614	0	1000	LR
CELBpts	b1736+b1737+b1738+b2415+b2416;b2415+b2416+b2715	0	1000	LR
CFAS160E	b1661	0	1000	LR
CFAS160G	b1661	0	1000	LR
CFAS180E	b1661	0	1000	LR
CFAS180G	b1661	0	1000	LR
CGLYabcpp	b3540+b3541+b3542+b3543+b3544	0	1000	LR
CGLYtex	b0241;b0929;b1377;b2215	-1000	1000	B
CH4t2pp		0	1000	LR
CH4tex		-1000	1000	B
CHLabcpp	b2128+b2129+b2130+b2131	0	1000	LR
CHLt2pp	b0314;b1801	0	1000	LR
CHLt3pp	b0543	0	1000	LR
CHLtex	b0241;b0929;b1377;b2215	-1000	1000	B
CHOLATEtpp	b4337	0	1000	LR
CHOLD	b0311	0	1000	LR
CHOLID	b1619	0	1000	LR
CHORM	b2599;b2600	0	1000	LR
CHORS	b2329	0	1000	LR
CHRPL	b1096;b4039	0	1000	LR
CHTBSptspp	b1736+b1737+b1738+b2415+b2416	0	1000	LR
CHTBStex	b0241;b0681;b0929;b1377;b2215	-1000	1000	B
CINNDO	b2538+b2539+b2540+b2542	0	1000	LR
CITL	b0614+b0615+b0616+b0617	0	1000	LR
CITt3pp		0	1000	LR
CITt7pp	b0612	0	1000	LR
CITtex	b0241;b0929;b1377;b2215	-1000	1000	B
CLBtex	b0241;b0929;b1377;b2215	-1000	1000	B
CLIPAabctex	b0054+b0641+b3199+b3200+b3201+b4261+b4262	0	1000	LR
CLPNH120pp		0	1000	LR
CLPNH140pp		0	1000	LR
CLPNH141pp		0	1000	LR
CLPNH160pp		0	1000	LR
CLPNH161pp		0	1000	LR
CLPNH180pp		0	1000	LR
CLPNH181pp		0	1000	LR
CLPNS120pp	b0789;b1249	-1000	1000	B
CLPNS140pp	b0789;b1249	-1000	1000	B
CLPNS141pp	b0789;b1249	-1000	1000	B
CLPNS160pp	b0789;b1249	-1000	1000	B
CLPNS161pp	b0789;b1249	-1000	1000	B
CLPNS180pp	b0789;b1249	-1000	1000	B
CLPNS181pp	b0789;b1249	-1000	1000	B
CLt3_2pp	b0155	0	1000	LR
CLtex	b0241;b0929;b1377;b2215	-1000	1000	B
CLtipp	b1592	0	1000	LR
CMPN		0	1000	LR
CMPtex	b0241;b0929;b1377;b2215	-1000	1000	B
CMtex	b0241;b0929;b1377;b2215	-1000	1000	B
CMtpp	b0462+b0463+b3035;b0463+b2470+b3035	0	1000	LR
CO2tex	b0241;b0929;b1377;b2215	-1000	1000	B
CO2tpp	s0001	-1000	1000	B
COBALT2abcpp	b3469	0	1000	LR
COBALT2t3pp	b0752;b3915	0	1000	LR
COBALT2tex	b0241;b0929;b1377;b2215	-1000	1000	B
COBALT2tpp	b3040;b3816	0	1000	LR
COLIPAKpp	b2174	0	1000	LR
COLIPAPabctex	b0054+b0641+b3199+b3200+b3201+b4261+b4262	0	1000	LR
COLIPAabcpp	b0914	0	1000	LR
COLIPAabctex	b0054+b0641+b3199+b3200+b3201+b4261+b4262	0	1000	LR
CPGNR1		0	1000	LR
CPGNR2		0	1000	LR
CPGNR3		0	1000	LR
CPGNUtex		0	1000	LR
CPGNUtpp		0	1000	LR
CPGNabcpp	b0151+b0152+b0153	0	1000	LR
CPGNexs	s0001	0	1000	LR
CPGNtonex	b1102+b1252+b3005+b3006	0	1000	LR
CPH4S	b2765	0	1000	LR
CPL	b4098	0	1000	LR
CPMPS	b0781+b0783	0	1000	LR
CPPPGO	b2436	0	1000	LR
CPPPGO2	b3867	0	1000	LR
CRNBTCT	b0038	-1000	1000	B
CRNCAL2	b0037	0	1000	LR
CRNCAR	b0036	-1000	1000	B
CRNCBCT	b0038	-1000	1000	B
CRNCDH	b0036	-1000	1000	B
CRNDCAL2	b0037	0	1000	LR
CRNDabcpp	b2677+b2678+b2679	0	1000	LR
CRNDt2rpp	b4111	-1000	1000	B
CRNDtex	b0241;b0929;b1377;b2215	-1000	1000	B
CRNabcpp	b2677+b2678+b2679	0	1000	LR
CRNt2rpp	b4111	-1000	1000	B
CRNt7pp	b0040	0	1000	LR
CRNt8pp	b0040	0	1000	LR
CRNtex	b0241;b0929;b1377;b2215	-1000	1000	B
CS	b0720	0	1000	LR
CS1tex	b0241;b0929;b1377;b2215	-1000	1000	B
CSND	b0337	0	1000	LR
CSNt2pp	b0336	0	1000	LR
CSNtex	b0241;b0929;b1377;b2215	-1000	1000	B
CTBTCAL2	b0037	0	1000	LR
CTBTabcpp	b2677+b2678+b2679	0	1000	LR
CTBTt2rpp	b4111	-1000	1000	B
CTECOAI6	b3846	-1000	1000	B
CTECOAI7	b3846	-1000	1000	B
CTECOAI8	b3846	-1000	1000	B
CTPS2	b2780	0	1000	LR
CU1Opp	b0123	0	1000	LR
CU1abcpp	b0484	0	1000	LR
CU2abcpp	b3469	0	1000	LR
CU2tex	b0241;b0929;b1377;b2215	-1000	1000	B
CU2tpp	b3040	0	1000	LR
CURR	b1449	0	1000	LR
CUt2pp	b0465;b0577;b0808;b1330;b2924;b3291;b4159	0	1000	LR
CUt3	b0572+b0573+b0574+b0575	0	1000	LR
CUtex	b0241;b0929;b1377;b2215	-1000	1000	B
CXSAMS	b1870	0	1000	LR
CYANST	b2521;b2668;b3425	0	1000	LR
CYANSTpp	b1308	0	1000	LR
CYANtex	b0241;b0929;b1377;b2215	-1000	1000	B
CYNTAH	b0340	0	1000	LR
CYNTt2pp	b0341	0	1000	LR
CYNTtex	b0241;b0929;b1377;b2215	-1000	1000	B
CYSDDS	b1919	0	1000	LR
CYSDS	b3008;b3708	0	1000	LR
CYSDabcpp		0	1000	LR
CYSDtex	b0241;b0929;b1377;b2215	-1000	1000	B
CYSItex	b0241;b0929;b1377;b2215	-1000	1000	B
CYSItpp	b3943	0	1000	LR
CYSS	b2414;b2421	0	1000	LR
CYSSADS	b1680;b2810	0	1000	LR
CYSTA	b0928	0	1000	LR
CYSTL	b1622;b3008	0	1000	LR
CYSabc2pp	b0886+b0887	0	1000	LR
CYSabcpp	b1917+b1918+b1920	0	1000	LR
CYStex	b0241;b0929;b1377;b2215	-1000	1000	B
CYStpp	b1533;b2578	0	1000	LR
CYTBD2pp	b0978+b0979	0	1000	LR
CYTBDpp	b0733+b0734+b4515;b0978+b0979	0	1000	LR
CYTBO3_4pp	b0429+b0430+b0431+b0432	0	1000	LR
CYTD	b2143	0	1000	LR
CYTDH	b0030;b0651;b2162	0	1000	LR
CYTDK1	b2066	0	1000	LR
CYTDK2	b2066	0	1000	LR
CYTDt2pp_copy1	b2393;b2964	0	1000	LR
CYTDt2pp_copy2	b2406	-1000	1000	B
CYTDtex	b0241;b0929;b1377;b2215	-1000	1000	B
CYTK1	b0910	-1000	1000	B
CYTK2	b0910	-1000	1000	B
DAAD	b1189	0	1000	LR
DADA	b1623	0	1000	LR
DADK	b0474	-1000	1000	B
DADNt2pp	b2393;b2964	0	1000	LR
DADNtex	b0411	-1000	1000	B
DAGK120	b4042	0	1000	LR
DAGK140	b4042	0	1000	LR
DAGK141	b4042	0	1000	LR
DAGK160	b4042	0	1000	LR
DAGK161	b4042	0	1000	LR
DAGK180	b4042	0	1000	LR
DAGK181	b4042	0	1000	LR
DALAt2pp	b4208	0	1000	LR
DALAtex	b0241;b0929;b1377;b2215	-1000	1000	B
DAMPtex	b0241;b0929;b1377;b2215	-1000	1000	B
DAPAL	b2871	0	1000	LR
DAPDC	b2838	0	1000	LR
DAPE	b3809	-1000	1000	B
DAPabcpp		0	1000	LR
DAPtex	b0241;b0929;b1377;b2215	-1000	1000	B
DASYN120	b0175	0	1000	LR
DASYN140	b0175	0	1000	LR
DASYN141	b0175	0	1000	LR
DASYN160	b0175	0	1000	LR
DASYN161	b0175	0	1000	LR
DASYN180	b0175	0	1000	LR
DASYN181	b0175	0	1000	LR
DATPHs	s0001	0	1000	LR
DB4PS	b3041	0	1000	LR
DBTS	b0778	0	1000	LR
DC6PDA	b1733	0	1000	LR
DCAtex	b0241;b0929;b1377;b2215	-1000	1000	B
DCMPtex	b0241;b0929;b1377;b2215	-1000	1000	B
DCTPD	b2065	0	1000	LR
DCYTD	b2143	0	1000	LR
DCYTt2pp	b2393;b2964	0	1000	LR
DCYTtex	b0411	-1000	1000	B
DDCAtexi	b2344	0	1000	LR
DDGALK	b3693	0	1000	LR
DDGLCNt2rpp	b3909	-1000	1000	B
DDGLCNtex	b0241;b0929;b1377;b2215	-1000	1000	B
DDGLK	b3526	0	1000	LR
DDPA	b0754;b1704;b2601	0	1000	LR
DDPGALA	b4477	-1000	1000	B
DGK1	b3648	-1000	1000	B
DGMPtex	b0241;b0929;b1377;b2215	-1000	1000	B
DGSNt2pp	b2964	0	1000	LR
DGSNtex	b0241;b0929;b1377;b2215	-1000	1000	B
DGUNC	b1025;b1341;b1490;b1535;b1794	0	1000	LR
DHACOAH	b1393	-1000	1000	B
DHAD1	b3771	0	1000	LR
DHAD2	b3771	0	1000	LR
DHAPT	b1198+b1199+b1200+b2415+b2416	0	1000	LR
DHAtex	b0241;b0929;b1377;b2215	-1000	1000	B
DHAtpp		-1000	1000	B
DHBD	b0596	-1000	1000	B
DHBS	b0594	0	1000	LR
DHBSH		0	1000	LR
DHBSZ3FEabcpp	b0588+b0589+b0590+b0592	0	1000	LR
DHCIND	b2541	0	1000	LR
DHCINDO	b0348	0	1000	LR
DHCURR	b1449	0	1000	LR
DHDPRy	b0031	0	1000	LR
DHDPS	b2478	0	1000	LR
DHFR	b0048;b1606	-1000	1000	B
DHFS	b2315	0	1000	LR
DHGLYH	s0001	0	1000	LR
DHMPTR	b1606	0	1000	LR
DHNAOT4	b3930	0	1000	LR
DHNCOAS	b2262	0	1000	LR
DHNCOAT	b1686	0	1000	LR
DHNPA2r	b3058	-1000	1000	B
DHNPTE	b3058	-1000	1000	B
DHORD2	b0945	0	1000	LR
DHORD5	b0945	0	1000	LR
DHORDfum		0	1000	LR
DHORTS	b1062	-1000	1000	B
DHPPD	b2541	0	1000	LR
DHPPDA2	b0414	0	1000	LR
DHPS2	b3177	0	1000	LR
DHPStex	b3875	-1000	1000	B
DHPStr	b3877	0	1000	LR
DHPTDCs2	s0001	0	1000	LR
DHPTDNR	b0578	0	1000	LR
DHPTDNRN	b0578	0	1000	LR
DHPTPE	b2303	-1000	1000	B
DHQS	b3389	0	1000	LR
DHQTi	b1693	0	1000	LR
DIMPtex	b0241;b0929;b1377;b2215	-1000	1000	B
DINSt2pp	b2964	0	1000	LR
DINStex	b0241;b0929;b1377;b2215	-1000	1000	B
DKGLCNR1	b0207;b3012	0	1000	LR
DKGLCNR2x	b3553	0	1000	LR
DKGLCNR2y	b3553	0	1000	LR
DMATT	b0421	0	1000	LR
DMPPS	b0029	0	1000	LR
DMQMT	b2232	0	1000	LR
DMSOR1	b0894+b0895+b0896;b1587+b1588+b1589+b1590	0	1000	LR
DMSOR1pp	b1872+b1873	0	1000	LR
DMSOR2	b0894+b0895+b0896	0	1000	LR
DMSOR2pp	b1872+b1873	0	1000	LR
DMSOtex	b0241;b0929;b1377;b2215	-1000	1000	B
DMSOtpp	s0001	-1000	1000	B
DMStex	b0241;b0929;b1377;b2215	-1000	1000	B
DM_4crsol_c		0	1000	LR
DM_5drib_c		0	1000	LR
DM_aacald_c		0	1000	LR
DM_amob_c		0	1000	LR
DM_mththf_c		0	1000	LR
DM_oxam_c		0	1000	LR
