#MetaNetX/TSV/stoichiometries.tsv 1.1
#ID	description	xrefs	gene_names
ACACT7r	M_tdcoa@c	-1	M_tdcoa	c
ACACT8r	M_3ohodcoa@c	-1	M_3ohodcoa	c
ACACT8r	M_accoa@c	1	M_accoa	c
ACACT8r	M_coa@c	-1	M_coa	c
ACACT8r	M_pmtcoa@c	1	M_pmtcoa	c
ACACt2pp	M_acac@c	1	M_acac	c
ACACt2pp	M_acac@p	-1	M_acac	p
ACACt2pp	M_h@c	1	M_h	c
ACACt2pp	M_h@p	-1	M_h	p
ACACtex	M_acac@e	-1	M_acac	e
ACACtex	M_acac@p	1	M_acac	p
ACALD	M_acald@c	-1	M_acald	c
ACALD	M_accoa@c	1	M_accoa	c
ACALD	M_coa@c	-1	M_coa	c
ACALD	M_h@c	1	M_h	c
ACALD	M_nad@c	-1	M_nad	c
ACALD	M_nadh@c	1	M_nadh	c
ACALDtex	M_acald@e	-1	M_acald	e
ACALDtex	M_acald@p	1	M_acald	p
ACALDtpp	M_acald@c	1	M_acald	c
ACALDtpp	M_acald@p	-1	M_acald	p
ACANTHAT	M_acanth@c	1	M_acanth	c
ACANTHAT	M_accoa@c	-1	M_accoa	c
ACANTHAT	M_anth@c	-1	M_anth	c
ACANTHAT	M_coa@c	1	M_coa	c
ACBIPGT	M_adocbip@c	-1	M_adocbip	c
ACBIPGT	M_agdpcbi@c	1	M_agdpcbi	c
ACBIPGT	M_gtp@c	-1	M_gtp	c
ACBIPGT	M_h@c	-1	M_h	c
ACBIPGT	M_ppi@c	1	M_ppi	c
ACCOAC	M_accoa@c	-1	M_accoa	c
ACCOAC	M_adp@c	1	M_adp	c
ACCOAC	M_atp@c	-1	M_atp	c
ACCOAC	M_h@c	1	M_h	c
ACCOAC	M_hco3@c	-1	M_hco3	c
ACCOAC	M_malcoa@c	1	M_malcoa	c
ACCOAC	M_pi@c	1	M_pi	c
ACCOAL	M_adp@c	1	M_adp	c
ACCOAL	M_atp@c	-1	M_atp	c
ACCOAL	M_coa@c	-1	M_coa	c
ACCOAL	M_pi@c	1	M_pi	c
ACCOAL	M_ppa@c	-1	M_ppa	c
ACCOAL	M_ppcoa@c	1	M_ppcoa	c
ACGAL1PPpp	M_acgal1p@p	-1	M_acgal1p	p
ACGAL1PPpp	M_acgal@p	1	M_acgal	p
ACGAL1PPpp	M_h2o@p	-1	M_h2o	p
ACGAL1PPpp	M_pi@p	1	M_pi	p
ACGAL1Ptex	M_acgal1p@e	-1	M_acgal1p	e
ACGAL1Ptex	M_acgal1p@p	1	M_acgal1p	p
ACGALtex	M_acgal@e	-1	M_acgal	e
ACGALtex	M_acgal@p	1	M_acgal	p
ACGAM1PPpp	M_acgam1p@p	-1	M_acgam1p	p
ACGAM1PPpp	M_acgam@p	1	M_acgam	p
ACGAM1PPpp	M_h2o@p	-1	M_h2o	p
ACGAM1PPpp	M_pi@p	1	M_pi	p
ACGAM1Ptex	M_acgam1p@e	-1	M_acgam1p	e
ACGAM1Ptex	M_acgam1p@p	1	M_acgam1p	p
ACGAMK	M_acgam6p@c	1	M_acgam6p	c
ACGAMK	M_acgam@c	-1	M_acgam	c
ACGAMK	M_adp@c	1	M_adp	c
ACGAMK	M_atp@c	-1	M_atp	c
ACGAMK	M_h@c	1	M_h	c
ACGAMT	M_uacgam@c	-1	M_uacgam	c
ACGAMT	M_udcpp@c	-1	M_udcpp	c
ACGAMT	M_ump@c	1	M_ump	c
ACGAMT	M_unaga@c	1	M_unaga	c
ACGAptspp	M_acgam6p@c	1	M_acgam6p	c
ACGAptspp	M_acgam@p	-1	M_acgam	p
ACGAptspp	M_pep@c	-1	M_pep	c
ACGAptspp	M_pyr@c	1	M_pyr	c
ACGAtex	M_acgam@e	-1	M_acgam	e
ACGAtex	M_acgam@p	1	M_acgam	p
ACGK	M_acg5p@c	1	M_acg5p	c
ACGK	M_acglu@c	-1	M_acglu	c
ACGK	M_adp@c	1	M_adp	c
ACGK	M_atp@c	-1	M_atp	c
ACGS	M_accoa@c	-1	M_accoa	c
ACGS	M_acglu@c	1	M_acglu	c
ACGS	M_coa@c	1	M_coa	c
ACGS	M_glu__L@c	-1	M_glu__L	c
ACGS	M_h@c	1	M_h	c
ACHBS	M_2ahbut@c	1	M_2ahbut	c
ACHBS	M_2obut@c	-1	M_2obut	c
ACHBS	M_co2@c	1	M_co2	c
ACHBS	M_h@c	-1	M_h	c
ACHBS	M_pyr@c	-1	M_pyr	c
ACKr	M_ac@c	-1	M_ac	c
ACKr	M_actp@c	1	M_actp	c
ACKr	M_adp@c	1	M_adp	c
ACKr	M_atp@c	-1	M_atp	c
ACLS	M_alac__S@c	1	M_alac__S	c
ACLS	M_co2@c	1	M_co2	c
ACLS	M_h@c	-1	M_h	c
ACLS	M_pyr@c	-2	M_pyr	c
ACM6PH	M_acgam6p@c	1	M_acgam6p	c
ACM6PH	M_acmum6p@c	-1	M_acmum6p	c
ACM6PH	M_h2o@c	-1	M_h2o	c
ACM6PH	M_lac__D@c	1	M_lac__D	c
ACMAMUT	M_h@c	1	M_h	c
ACMAMUT	M_uacmamu@c	-1	M_uacmamu	c
ACMAMUT	M_udp@c	1	M_udp	c
ACMAMUT	M_unaga@c	-1	M_unaga	c
ACMAMUT	M_unagamu@c	1	M_unagamu	c
ACMANAptspp	M_acmana@p	-1	M_acmana	p
ACMANAptspp	M_acmanap@c	1	M_acmanap	c
ACMANAptspp	M_pep@c	-1	M_pep	c
ACMANAptspp	M_pyr@c	1	M_pyr	c
ACMANAtex	M_acmana@e	-1	M_acmana	e
ACMANAtex	M_acmana@p	1	M_acmana	p
ACMUMptspp	M_acmum6p@c	1	M_acmum6p	c
ACMUMptspp	M_acmum@p	-1	M_acmum	p
ACMUMptspp	M_pep@c	-1	M_pep	c
ACMUMptspp	M_pyr@c	1	M_pyr	c
ACMUMtex	M_acmum@e	-1	M_acmum	e
ACMUMtex	M_acmum@p	1	M_acmum	p
ACNAMt2pp	M_acnam@c	1	M_acnam	c
ACNAMt2pp	M_acnam@p	-1	M_acnam	p
ACNAMt2pp	M_h@c	1	M_h	c
ACNAMt2pp	M_h@p	-1	M_h	p
ACNAMtex	M_acnam@e	-1	M_acnam	e
ACNAMtex	M_acnam@p	1	M_acnam	p
ACNML	M_acmana@c	1	M_acmana	c
ACNML	M_acnam@c	-1	M_acnam	c
ACNML	M_pyr@c	1	M_pyr	c
ACOAD1f	M_b2coa@c	1	M_b2coa	c
ACOAD1f	M_btcoa@c	-1	M_btcoa	c
ACOAD1f	M_fad@c	-1	M_fad	c
ACOAD1f	M_fadh2@c	1	M_fadh2	c
ACOAD1fr	M_b2coa@c	-1	M_b2coa	c
ACOAD1fr	M_btcoa@c	1	M_btcoa	c
ACOAD1fr	M_fad@c	1	M_fad	c
ACOAD1fr	M_fadh2@c	-1	M_fadh2	c
ACOAD2f	M_fad@c	-1	M_fad	c
ACOAD2f	M_fadh2@c	1	M_fadh2	c
ACOAD2f	M_hx2coa@c	1	M_hx2coa	c
ACOAD2f	M_hxcoa@c	-1	M_hxcoa	c
ACOAD3f	M_fad@c	-1	M_fad	c
ACOAD3f	M_fadh2@c	1	M_fadh2	c
ACOAD3f	M_oc2coa@c	1	M_oc2coa	c
ACOAD3f	M_occoa@c	-1	M_occoa	c
ACOAD4f	M_dc2coa@c	1	M_dc2coa	c
ACOAD4f	M_dcacoa@c	-1	M_dcacoa	c
ACOAD4f	M_fad@c	-1	M_fad	c
ACOAD4f	M_fadh2@c	1	M_fadh2	c
ACOAD5f	M_dd2coa@c	1	M_dd2coa	c
ACOAD5f	M_ddcacoa@c	-1	M_ddcacoa	c
ACOAD5f	M_fad@c	-1	M_fad	c
ACOAD5f	M_fadh2@c	1	M_fadh2	c
ACOAD6f	M_fad@c	-1	M_fad	c
ACOAD6f	M_fadh2@c	1	M_fadh2	c
ACOAD6f	M_td2coa@c	1	M_td2coa	c
ACOAD6f	M_tdcoa@c	-1	M_tdcoa	c
ACOAD7f	M_fad@c	-1	M_fad	c
ACOAD7f	M_fadh2@c	1	M_fadh2	c
ACOAD7f	M_hdd2coa@c	1	M_hdd2coa	c
ACOAD7f	M_pmtcoa@c	-1	M_pmtcoa	c
ACOAD8f	M_fad@c	-1	M_fad	c
ACOAD8f	M_fadh2@c	1	M_fadh2	c
ACOAD8f	M_od2coa@c	1	M_od2coa	c
ACOAD8f	M_stcoa@c	-1	M_stcoa	c
ACOATA	M_ACP@c	-1	M_ACP	c
ACOATA	M_acACP@c	1	M_acACP	c
ACOATA	M_accoa@c	-1	M_accoa	c
ACOATA	M_coa@c	1	M_coa	c
ACODA	M_ac@c	1	M_ac	c
ACODA	M_acorn@c	-1	M_acorn	c
ACODA	M_h2o@c	-1	M_h2o	c
ACODA	M_orn@c	1	M_orn	c
ACOLIPAabctex	M_acolipa@e	1	M_acolipa	e
ACOLIPAabctex	M_acolipa@p	-1	M_acolipa	p
ACOLIPAabctex	M_adp@c	1	M_adp	c
ACOLIPAabctex	M_atp@c	-1	M_atp	c
ACOLIPAabctex	M_h2o@c	-1	M_h2o	c
ACOLIPAabctex	M_h@c	1	M_h	c
ACOLIPAabctex	M_pi@c	1	M_pi	c
ACONIs	M_acon_C@c	1	M_acon_C	c
ACONIs	M_acon_T@c	-1	M_acon_T	c
ACONMT	M_acon_T@c	-1	M_acon_T	c
ACONMT	M_aconm@c	1	M_aconm	c
ACONMT	M_ahcys@c	1	M_ahcys	c
ACONMT	M_amet@c	-1	M_amet	c
ACONTa	M_acon_C@c	1	M_acon_C	c
ACONTa	M_cit@c	-1	M_cit	c
ACONTa	M_h2o@c	1	M_h2o	c
ACONTb	M_acon_C@c	-1	M_acon_C	c
ACONTb	M_h2o@c	-1	M_h2o	c
ACONTb	M_icit@c	1	M_icit	c
ACOTA	M_acg5sa@c	1	M_acg5sa	c
ACOTA	M_acorn@c	-1	M_acorn	c
ACOTA	M_akg@c	-1	M_akg	c
ACOTA	M_glu__L@c	1	M_glu__L	c
ACOXT	M_ac@c	1	M_ac	c
ACOXT	M_accoa@c	-1	M_accoa	c
ACOXT	M_oxa@c	-1	M_oxa	c
ACOXT	M_oxalcoa@c	1	M_oxalcoa	c
ACP1_FMN	M_fmn@c	-1	M_fmn	c
ACP1_FMN	M_h2o@c	-1	M_h2o	c
ACP1_FMN	M_pi@c	1	M_pi	c
ACP1_FMN	M_ribflv@c	1	M_ribflv	c
ACP1p	M_fmn@p	-1	M_fmn	p
ACP1p	M_h2o@p	-1	M_h2o	p
ACP1p	M_pi@p	1	M_pi	p
ACP1p	M_ribflv@p	1	M_ribflv	p
ACPPAT120	M_ACP@c	1	M_ACP	c
ACPPAT120	M_ddcaACP@c	-1	M_ddcaACP	c
ACPPAT120	M_ddcap@c	1	M_ddcap	c
ACPPAT120	M_h@c	-1	M_h	c
ACPPAT120	M_pi@c	-1	M_pi	c
ACPPAT140	M_ACP@c	1	M_ACP	c
ACPPAT140	M_h@c	-1	M_h	c
ACPPAT140	M_myrsACP@c	-1	M_myrsACP	c
ACPPAT140	M_pi@c	-1	M_pi	c
ACPPAT140	M_ttdcap@c	1	M_ttdcap	c
ACPPAT141	M_ACP@c	1	M_ACP	c
ACPPAT141	M_h@c	-1	M_h	c
ACPPAT141	M_pi@c	-1	M_pi	c
ACPPAT141	M_tdeACP@c	-1	M_tdeACP	c
ACPPAT141	M_ttdceap@c	1	M_ttdceap	c
ACPPAT160	M_ACP@c	1	M_ACP	c
ACPPAT160	M_h@c	-1	M_h	c
ACPPAT160	M_hdcap@c	1	M_hdcap	c
ACPPAT160	M_palmACP@c	-1	M_palmACP	c
ACPPAT160	M_pi@c	-1	M_pi	c
ACPPAT161	M_ACP@c	1	M_ACP	c
ACPPAT161	M_h@c	-1	M_h	c
ACPPAT161	M_hdceap@c	1	M_hdceap	c
ACPPAT161	M_hdeACP@c	-1	M_hdeACP	c
ACPPAT161	M_pi@c	-1	M_pi	c
ACPPAT180	M_ACP@c	1	M_ACP	c
ACPPAT180	M_h@c	-1	M_h	c
ACPPAT180	M_ocdcaACP@c	-1	M_ocdcaACP	c
ACPPAT180	M_ocdcap@c	1	M_ocdcap	c
ACPPAT180	M_pi@c	-1	M_pi	c
ACPPAT181	M_ACP@c	1	M_ACP	c
ACPPAT181	M_h@c	-1	M_h	c
ACPPAT181	M_ocdceap@c	1	M_ocdceap	c
ACPPAT181	M_octeACP@c	-1	M_octeACP	c
ACPPAT181	M_pi@c	-1	M_pi	c
ACPS1	M_ACP@c	1	M_ACP	c
ACPS1	M_apoACP@c	-1	M_apoACP	c
ACPS1	M_coa@c	-1	M_coa	c
ACPS1	M_h@c	1	M_h	c
ACPS1	M_pap@c	1	M_pap	c
ACS	M_ac@c	-1	M_ac	c
ACS	M_accoa@c	1	M_accoa	c
ACS	M_amp@c	1	M_amp	c
ACS	M_atp@c	-1	M_atp	c
ACS	M_coa@c	-1	M_coa	c
ACS	M_ppi@c	1	M_ppi	c
ACSERtex	M_acser@e	-1	M_acser	e
ACSERtex	M_acser@p	1	M_acser	p
ACSERtpp	M_acser@c	-1	M_acser	c
ACSERtpp	M_acser@p	1	M_acser	p
ACt2rpp	M_ac@c	1	M_ac	c
ACt2rpp	M_ac@p	-1	M_ac	p
ACt2rpp	M_h@c	1	M_h	c
ACt2rpp	M_h@p	-1	M_h	p
ACt4pp	M_ac@c	1	M_ac	c
ACt4pp	M_ac@p	-1	M_ac	p
ACt4pp	M_na1@c	1	M_na1	c
ACt4pp	M_na1@p	-1	M_na1	p
ACtex	M_ac@e	-1	M_ac	e
ACtex	M_ac@p	1	M_ac	p
ADA	M_adn@c	-1	M_adn	c
ADA	M_h2o@c	-1	M_h2o	c
ADA	M_h@c	-1	M_h	c
ADA	M_ins@c	1	M_ins	c
ADA	M_nh4@c	1	M_nh4	c
ADCL	M_4abz@c	1	M_4abz	c
ADCL	M_4adcho@c	-1	M_4adcho	c
ADCL	M_h@c	1	M_h	c
ADCL	M_pyr@c	1	M_pyr	c
ADCS	M_4adcho@c	1	M_4adcho	c
ADCS	M_chor@c	-1	M_chor	c
ADCS	M_gln__L@c	-1	M_gln__L	c
ADCS	M_glu__L@c	1	M_glu__L	c
ADD	M_ade@c	-1	M_ade	c
ADD	M_h2o@c	-1	M_h2o	c
ADD	M_h@c	-1	M_h	c
ADD	M_hxan@c	1	M_hxan	c
ADD	M_nh4@c	1	M_nh4	c
ADEt2rpp	M_ade@c	1	M_ade	c
ADEt2rpp	M_ade@p	-1	M_ade	p
ADEt2rpp	M_h@c	1	M_h	c
ADEt2rpp	M_h@p	-1	M_h	p
ADEtex	M_ade@e	-1	M_ade	e
ADEtex	M_ade@p	1	M_ade	p
ADK1	M_adp@c	2	M_adp	c
ADK1	M_amp@c	-1	M_amp	c
ADK1	M_atp@c	-1	M_atp	c
ADK3	M_adp@c	1	M_adp	c
ADK3	M_amp@c	-1	M_amp	c
ADK3	M_gdp@c	1	M_gdp	c
ADK3	M_gtp@c	-1	M_gtp	c
ADK4	M_adp@c	1	M_adp	c
ADK4	M_amp@c	-1	M_amp	c
ADK4	M_idp@c	1	M_idp	c
ADK4	M_itp@c	-1	M_itp	c
ADMDC	M_amet@c	-1	M_amet	c
ADMDC	M_ametam@c	1	M_ametam	c
ADMDC	M_co2@c	1	M_co2	c
ADMDC	M_h@c	-1	M_h	c
ADNCYC	M_atp@c	-1	M_atp	c
ADNCYC	M_camp@c	1	M_camp	c
ADNCYC	M_ppi@c	1	M_ppi	c
ADNK1	M_adn@c	-1	M_adn	c
ADNK1	M_adp@c	1	M_adp	c
ADNK1	M_amp@c	1	M_amp	c
ADNK1	M_atp@c	-1	M_atp	c
ADNK1	M_h@c	1	M_h	c
ADNUC	M_ade@c	1	M_ade	c
ADNUC	M_adn@c	-1	M_adn	c
ADNUC	M_h2o@c	-1	M_h2o	c
ADNUC	M_rib__D@c	1	M_rib__D	c
ADNt2pp_copy1	M_adn@c	1	M_adn	c
ADNt2pp_copy1	M_adn@p	-1	M_adn	p
ADNt2pp_copy1	M_h@c	1	M_h	c
ADNt2pp_copy1	M_h@p	-1	M_h	p
ADNt2pp_copy2	M_adn@c	1	M_adn	c
ADNt2pp_copy2	M_adn@p	-1	M_adn	p
ADNt2pp_copy2	M_h@c	1	M_h	c
ADNt2pp_copy2	M_h@p	-1	M_h	p
ADNtex	M_adn@e	-1	M_adn	e
ADNtex	M_adn@p	1	M_adn	p
ADOCBIK	M_adocbi@c	-1	M_adocbi	c
ADOCBIK	M_adocbip@c	1	M_adocbip	c
ADOCBIK	M_adp@c	1	M_adp	c
ADOCBIK	M_atp@c	-1	M_atp	c
ADOCBIK	M_h@c	1	M_h	c
ADOCBLS	M_adocbl@c	1	M_adocbl	c
ADOCBLS	M_agdpcbi@c	-1	M_agdpcbi	c
ADOCBLS	M_gmp@c	1	M_gmp	c
ADOCBLS	M_h@c	1	M_h	c
ADOCBLS	M_rdmbzi@c	-1	M_rdmbzi	c
ADOCBLabcpp	M_adocbl@c	1	M_adocbl	c
ADOCBLabcpp	M_adocbl@p	-1	M_adocbl	p
ADOCBLabcpp	M_adp@c	1	M_adp	c
ADOCBLabcpp	M_atp@c	-1	M_atp	c
ADOCBLabcpp	M_h2o@c	-1	M_h2o	c
ADOCBLabcpp	M_h@c	1	M_h	c
ADOCBLabcpp	M_pi@c	1	M_pi	c
ADOCBLtonex	M_adocbl@e	-1	M_adocbl	e
ADOCBLtonex	M_adocbl@p	1	M_adocbl	p
ADOCBLtonex	M_h@c	1	M_h	c
ADOCBLtonex	M_h@p	-1	M_h	p
ADPRDP	M_adprib@c	-1	M_adprib	c
ADPRDP	M_amp@c	1	M_amp	c
ADPRDP	M_h2o@c	-1	M_h2o	c
ADPRDP	M_h@c	2	M_h	c
ADPRDP	M_r5p@c	1	M_r5p	c
ADPT	M_ade@c	-1	M_ade	c
ADPT	M_amp@c	1	M_amp	c
ADPT	M_ppi@c	1	M_ppi	c
ADPT	M_prpp@c	-1	M_prpp	c
ADSK	M_adp@c	1	M_adp	c
ADSK	M_aps@c	-1	M_aps	c
ADSK	M_atp@c	-1	M_atp	c
ADSK	M_h@c	1	M_h	c
ADSK	M_paps@c	1	M_paps	c
ADSL1r	M_amp@c	1	M_amp	c
ADSL1r	M_dcamp@c	-1	M_dcamp	c
ADSL1r	M_fum@c	1	M_fum	c
ADSL2r	M_25aics@c	-1	M_25aics	c
ADSL2r	M_aicar@c	1	M_aicar	c
ADSL2r	M_fum@c	1	M_fum	c
ADSS	M_asp__L@c	-1	M_asp__L	c
ADSS	M_dcamp@c	1	M_dcamp	c
ADSS	M_gdp@c	1	M_gdp	c
ADSS	M_gtp@c	-1	M_gtp	c
ADSS	M_h@c	2	M_h	c
ADSS	M_imp@c	-1	M_imp	c
ADSS	M_pi@c	1	M_pi	c
AGDC	M_ac@c	1	M_ac	c
AGDC	M_acgam6p@c	-1	M_acgam6p	c
AGDC	M_gam6p@c	1	M_gam6p	c
AGDC	M_h2o@c	-1	M_h2o	c
AGM3PA	M_LalaDgluMdap@c	1	M_LalaDgluMdap	c
AGM3PA	M_anhgm3p@c	-1	M_anhgm3p	c
AGM3PA	M_anhgm@c	1	M_anhgm	c
AGM3PA	M_h2o@c	-1	M_h2o	c
AGM3PApp	M_LalaDgluMdap@p	1	M_LalaDgluMdap	p
AGM3PApp	M_anhgm3p@p	-1	M_anhgm3p	p
AGM3PApp	M_anhgm@p	1	M_anhgm	p
AGM3PApp	M_h2o@p	-1	M_h2o	p
AGM3PH	M_acgam@c	1	M_acgam	c
AGM3PH	M_anhgm3p@c	-1	M_anhgm3p	c
AGM3PH	M_anhm3p@c	1	M_anhm3p	c
AGM3PH	M_h2o@c	-1	M_h2o	c
AGM3Pt2pp	M_anhgm3p@c	1	M_anhgm3p	c
AGM3Pt2pp	M_anhgm3p@p	-1	M_anhgm3p	p
AGM3Pt2pp	M_h@c	1	M_h	c
AGM3Pt2pp	M_h@p	-1	M_h	p
AGM4PA	M_LalaDgluMdapDala@c	1	M_LalaDgluMdapDala	c
AGM4PA	M_anhgm4p@c	-1	M_anhgm4p	c
AGM4PA	M_anhgm@c	1	M_anhgm	c
AGM4PA	M_h2o@c	-1	M_h2o	c
AGM4PApp	M_LalaDgluMdapDala@p	1	M_LalaDgluMdapDala	p
AGM4PApp	M_anhgm4p@p	-1	M_anhgm4p	p
AGM4PApp	M_anhgm@p	1	M_anhgm	p
AGM4PApp	M_h2o@p	-1	M_h2o	p
AGM4PCP	M_ala__D@c	1	M_ala__D	c
AGM4PCP	M_anhgm3p@c	1	M_anhgm3p	c
AGM4PCP	M_anhgm4p@c	-1	M_anhgm4p	c
AGM4PCP	M_h2o@c	-1	M_h2o	c
AGM4PCPpp	M_ala__D@p	1	M_ala__D	p
AGM4PCPpp	M_anhgm3p@p	1	M_anhgm3p	p
AGM4PCPpp	M_anhgm4p@p	-1	M_anhgm4p	p
AGM4PCPpp	M_h2o@p	-1	M_h2o	p
AGM4PH	M_acgam@c	1	M_acgam	c
AGM4PH	M_anhgm4p@c	-1	M_anhgm4p	c
AGM4PH	M_anhm4p@c	1	M_anhm4p	c
AGM4PH	M_h2o@c	-1	M_h2o	c
AGM4Pt2pp	M_anhgm4p@c	1	M_anhgm4p	c
AGM4Pt2pp	M_anhgm4p@p	-1	M_anhgm4p	p
AGM4Pt2pp	M_h@c	1	M_h	c
AGM4Pt2pp	M_h@p	-1	M_h	p
AGMH	M_acgam@c	1	M_acgam	c
AGMH	M_anhgm@c	-1	M_anhgm	c
AGMH	M_anhm@c	1	M_anhm	c
